x,z,grade,area_m2
-277.982574,-13.54633,0.020986164,10.5594149
-276.473,-9.730449,0.0186309088,10.5593176
-284.190918,-21.4674587,0.01769406,10.5594082
-280.4414,-14.3212938,0.0229024012,2.63971877
-278.444946,-10.8291273,0.0136525743,2.63973379
-280.9528,-16.3910828,0.02141116,5.2797246
-291.641,-30.9727879,0.020931704,10.5593748
-298.847626,-40.6399956,0.0140023669,5.27953339
-294.3678,-33.9793968,0.0195837058,5.27953863
-285.408142,-20.6581936,0.0195571464,5.27970552
-281.050018,-13.9166613,0.0229013059,1.31998694
-278.8101,-10.5863495,0.0136512863,1.31999242
-281.9265,-15.7436676,0.0229025371,2.63984442
-287.161163,-24.3121948,0.0170445573,10.5593853
-264.762054,8.990829,0.0440265,10.5594606
-270.72702,0.907867432,0.0464065149,2.63975716
-273.709442,-3.13362622,0.0361810327,0.659920156
-275.511078,-5.5504303,0.02496941,0.329930663
-274.391144,-3.88528943,0.0429444872,0.329934359
-272.090363,-0.595433533,0.0422760919,1.3198328
-267.488861,5.984243,0.0312078856,5.27954769
-256.666718,21.681778,0.0612320863,1.31996524
-258.407471,19.2245178,0.04791673,0.6599792
-257.409271,20.9705963,0.05978073,0.65997833
-260.890839,16.056076,0.0733664855,1.31981254
-258.151825,20.2594147,0.149028584,0.6599498
-259.150024,18.5133362,0.04209668,0.6598993
-253.550247,26.8390961,0.08395655,0.659869969
-255.351913,24.4222927,0.04553943,0.330011517
-254.231934,26.0874386,0.0288739633,0.3300092
-251.6816,29.813818,0.06342336,0.164988235
-252.302444,29.021698,0.18195419,0.164979666
-250.87207,31.0828953,0.0525151566,0.329982519
-252.4303,28.5042477,0.09813233,0.659883857
-255.047653,24.2199764,0.0577809326,2.63995647
-261.5239,14.06721,0.0715135261,5.27971363
-258.042328,18.9817352,0.0471675657,2.63990951
-259.9171,15.4086657,0.0499177836,0.6599761
-260.9153,13.6625824,0.0716794655,0.6599688
-259.6614,16.443552,0.05332236,1.31998074
-272.857422,-3.70009351,0.0313792266,2.63985062
-275.206818,-5.75273132,0.0249696523,1.319852
-273.965118,-4.168508,0.04087368,1.31986868
-271.238373,-1.161911,0.04411013,5.27963066
-273.989624,-6.561991,0.0260869935,10.5593252
-267.513336,3.59075427,0.0327197537,5.27980328
-264.031738,8.505275,0.0347700939,2.63971519
-266.0282,5.01313257,0.0448978022,2.63970947
-270.021118,-1.97118127,0.0434903279,2.639907
-272.0176,-5.46333838,0.0189186111,2.63989186
-269.5098,0.09860738,0.0434516072,5.279788
-297.6304,-41.44926,0.01403417,21.1187267
-292.663727,-35.1123543,0.0178282429,21.1187115
-298.1663,-45.91254,0.0139498105,42.2370567
-285.213654,-25.60702,0.0178035889,21.1185017
-278.2505,-15.7779541,0.020817047,10.5589285
-282.243439,-22.7622681,0.0170155913,10.5589733
-290.22934,-36.7309074,0.0138828419,10.5595675
-294.2223,-43.71522,0.0137969889,10.5595522
-289.206635,-32.5913239,0.0183087233,21.1186428
-293.8759,-6.090042,0,41.58083
-304.869843,-20.7471466,0.05271314,0.649686038
-303.685883,-19.7530766,0.0287007242,0.324842662
-304.313019,-20.5235138,0.0516575053,0.324842721
-305.688934,-21.9835968,0.0534093,1.299422
-304.294,-19.3490849,0.0160237178,2.5988822
-308.19754,-25.0653534,0.06405633,2.59883022
-306.2971,-21.57958,0.05340736,0.649790466
-305.094116,-19.4110775,0.08048296,0.324846357
-305.478,-20.3431187,0.03948646,0.324885517
-306.559357,-22.592432,0.0534072444,1.29943085
-311.9603,-29.6879826,0.0326663852,2.59874845
-315.601532,-34.3913841,0.0309892651,1.29940856
-313.3362,-31.14804,0.03767333,1.2994132
-308.805634,-24.6613369,0.06992655,1.29932511
-306.601166,-21.3775787,0.0534135252,0.3247776
-305.468475,-19.75591,0.0312512629,0.3247827
-307.045868,-22.2692051,0.05341021,0.6496778
-309.695038,-26.4446316,0.06088321,2.59872079
-299.3795,-11.9303389,0,20.79099
-281.25705,14.0164795,0.00612210343,20.7898617
-270.557617,29.46284,0.0587764941,1.29938591
-272.3174,27.07071,0.0003958526,0.649790168
-271.3064,28.7732,0.0541713,0.649807751
-274.825958,23.9889526,0,1.2994355
-272.6215,27.27272,0.0350134633,0.324783474
-271.488861,28.8944,0.06294635,0.324784845
-273.0662,26.381073,5.819291E-05,0.649708
-267.089355,34.87468,0.158738971,0.3248811
-267.8125,33.871212,0.14816238,0.08121953
-268.126068,33.4859962,0.194871187,0.08117499
-267.463745,34.5298576,0.158747151,0.162435845
-269.2235,32.13776,0.06295046,0.324881852
-268.1213,33.77962,0.106738932,0.08123422
-267.554962,34.5904655,0.158736214,0.08123422
-268.343628,33.3338,0.0820725039,0.16243583
-265.764771,36.96236,0.141639739,1.29952347
-269.5466,31.16532,0.06294563,1.29940069
-268.161224,33.21259,0.0622324459,0.0812207162
-267.847656,33.597805,0.1317264,0.08123553
-268.19632,32.9391937,0.0831159055,0.162413567
-267.473236,33.94264,0.191863909,0.324841946
-268.797821,31.8549557,0.06294775,0.649695933
-275.472137,22.0440617,0.00614923565,5.19744158
-272.579681,26.0578671,0,1.29943275
-270.819855,28.4499912,0.04396202,0.6497001
-271.8309,26.7475071,0,0.6497038
-273.9746,23.42334,0.00180764857,2.59884882
-284.814667,6.883367,0.000451913336,41.5809669
