object,x,z,area,grade
Continuous asphalt network,274.8122,-191.2701,6.985047,0.03901389
Continuous asphalt network,272.4758,-189.9965,6.985088,0.0231319
Continuous asphalt network,121.4669,-355.5569,25.73122,0.01758288
Continuous asphalt network,130.0153,-360.3651,25.7312,0.01649298
Continuous asphalt network,116.1803,-355.2589,51.46225,0.02329283
Continuous asphalt network,142.8379,-367.5775,25.73116,0.01033815
Continuous asphalt network,155.9137,-374.2633,12.86566,0.006169742
Continuous asphalt network,146.8591,-370.5081,12.8657,0.009010653
Continuous asphalt network,128.7499,-362.9978,12.865,0.01740025
Continuous asphalt network,119.6953,-359.2427,12.86502,0.01960501
Continuous asphalt network,133.7833,-363.8223,25.73104,0.01330201
Continuous asphalt network,99.47571,-374.5704,71.48677,0.02159884
Continuous asphalt network,92.77897,-393.3311,35.74324,0.009288462
Continuous asphalt network,95.5307,-380.8778,35.74324,0.007503744
Continuous asphalt network,94.37116,-365.2021,9.7935,0.02579925
Continuous asphalt network,90.25588,-362.9904,4.896647,0.002653381
Continuous asphalt network,92.28229,-363.0218,4.896671,0.01968384
Continuous asphalt network,96.87295,-364.167,19.58685,0.0252344
Continuous asphalt network,85.06493,-358.6139,19.58675,0
Continuous asphalt network,93.23303,-360.8886,2.448206,0.02604161
Continuous asphalt network,90.78764,-359.5082,1.224189,0
Continuous asphalt network,92.57635,-360.073,1.224241,0.02813365
Continuous asphalt network,96.03495,-361.4691,4.896413,0.02520216
Continuous asphalt network,90.43111,-360.3082,2.44837,0
Continuous asphalt network,91.98215,-361.4062,2.448336,0.02005832
Continuous asphalt network,89.18021,-360.8258,4.89674,0
Continuous asphalt network,72.65664,-349.8296,39.173,0
Continuous asphalt network,86.25336,-355.9474,9.793159,0
Continuous asphalt network,93.82725,-359.5554,1.224184,0.0316643
Continuous asphalt network,91.44128,-358.0417,0.6120301,0.0136087
Continuous asphalt network,93.11115,-358.873,0.6120274,0.03166546
Continuous asphalt network,96.39149,-360.6692,2.448357,0.02520203
Continuous asphalt network,90.36865,-358.1593,2.448287,0.001782115
Continuous asphalt network,92.81405,-359.5397,1.224151,0.0280682
Continuous asphalt network,91.02532,-358.9749,1.224098,0.005725549
Continuous asphalt network,82.43824,-355.3512,19.58651,0
Continuous asphalt network,61.91962,-335.8419,27.86719,0.005513124
Continuous asphalt network,129.0605,-292.1565,47.7432,0.03029549
Continuous asphalt network,117.6003,-284.6836,23.87107,0.03299969
Continuous asphalt network,125.9533,-288.2788,23.87107,0.02977034
Continuous asphalt network,167.4063,-212.7252,21.72136,0.04940186
Continuous asphalt network,160.198,-208.6617,21.72149,0.05204394
Continuous asphalt network,172.1412,-212.7157,43.44243,0.05147627
Continuous asphalt network,150.4409,-204.3843,5.57792,0.04969434
Continuous asphalt network,96.05918,-301.1715,24.73207,0.02526348
Continuous asphalt network,101.7841,-294.1153,24.73213,0.02712699
Continuous asphalt network,95.06342,-306.2389,49.46408,0.02459352
Continuous asphalt network,-28.78015,-341.7147,41.70013,0.005474209
Continuous asphalt network,-41.08773,-323.7205,61.35386,0.004891533
Continuous asphalt network,-83.31519,-260.1667,64.79031,0.004280793
Continuous asphalt network,-93.6968,-275.5868,32.39496,0.005147851
Continuous asphalt network,-88.14414,-264.5656,32.39496,0.004872659
Continuous asphalt network,-77.03098,-251.3661,4.332277,0.006122915
Continuous asphalt network,-98.00314,-241.3729,24.6424,0
Continuous asphalt network,-144.4661,-213.5311,17.34225,0
Continuous asphalt network,-153.9686,-205.6189,4.335672,0.004350122
Continuous asphalt network,-158.5836,-201.5736,4.335684,0.01467449
Continuous asphalt network,-151.116,-207.2844,8.671096,0.001365031
Continuous asphalt network,-138.7607,-216.8621,34.68466,0
Continuous asphalt network,-122.7351,-227.5695,17.34218,0
Continuous asphalt network,-112.4147,-234.9459,17.34216,0
Continuous asphalt network,-128.9856,-224.5957,34.68477,0
Continuous asphalt network,-155.8768,-206.8691,8.671051,0.004030949
Continuous asphalt network,-159.4014,-202.1093,8.671039,0.01261368
Continuous asphalt network,-153.0241,-208.5346,17.34219,0.000939871
Continuous asphalt network,-146.1016,-214.6026,34.68444,0
Continuous asphalt network,-161.0369,-203.1808,17.34217,0.01299334
Continuous asphalt network,-157.5123,-207.9406,17.3422,0.005249844
Continuous asphalt network,-164.98,-202.2297,34.68447,0.009838222
Continuous asphalt network,-82.11068,-232.8563,22.77966,0.0120113
Continuous asphalt network,7.797,-231.7023,24.1999,0.06664274
Continuous asphalt network,6.947622,-238.4513,54.18217,0.0658567
Continuous asphalt network,1.280331,-252.3235,27.09102,0.05879785
Continuous asphalt network,3.34477,-243.0211,27.09105,0.05754562
Continuous asphalt network,-4.513514,-263.8498,13.5456,0.04384796
Continuous asphalt network,-6.478084,-269.0569,1.693189,0.0481482
Continuous asphalt network,-6.720318,-270.513,0.1058267,0.08418844
Continuous asphalt network,-6.821054,-270.8758,0.0529099,0.3529535
Continuous asphalt network,-6.909297,-270.7266,0.05292073,0.06123676
Continuous asphalt network,-6.969223,-270.3587,0.2116621,0.04814661
Continuous asphalt network,-7.038319,-271.308,0.05290968,0.5063409
Continuous asphalt network,-7.206886,-271.1562,0.02645602,0.1857951
Continuous asphalt network,-7.046221,-271.1613,0.02645436,0.4976365
Continuous asphalt network,-7.219378,-271.6681,0.05291194,0.5064223
Continuous asphalt network,-7.275349,-271.3736,0.01322555,0.4489807
Continuous asphalt network,-7.283258,-271.227,0.01322918,0.318516
Continuous asphalt network,-7.191074,-271.4495,0.02645234,0.506367
Continuous asphalt network,-7.274737,-270.6418,0.1058176,0.0481461
Continuous asphalt network,-7.14238,-270.8656,0.05290636,0.04814451
Continuous asphalt network,-6.973807,-271.0173,0.02645064,0.4105367
Continuous asphalt network,-7.134472,-271.0122,0.0264523,0.0481635
Continuous asphalt network,-7.089102,-269.6231,0.8466191,0.04814772
Continuous asphalt network,-7.661827,-272.386,0.2116457,0.5063884
Continuous asphalt network,-7.954852,-272.1572,0.05291448,0.506411
Continuous asphalt network,-8.123433,-272.0055,0.02645636,0.09098078
Continuous asphalt network,-7.962766,-272.0106,0.02645883,0.3384741
Continuous asphalt network,-7.677641,-272.0928,0.1058298,0.506358
Continuous asphalt network,-8.023942,-273.1064,0.2116422,0.506382
Continuous asphalt network,-8.1359,-272.5174,0.05291246,0.5063633
Continuous asphalt network,-8.195844,-272.1495,0.02645146,0.1535005
Continuous asphalt network,-8.1076,-272.2987,0.02645064,0.5063933
Continuous asphalt network,-7.967337,-272.6691,0.1058174,0.5063885
Continuous asphalt network,-8.60332,-274.259,0.4232977,0.5063718
Continuous asphalt network,-8.409786,-273.3869,0.2116488,0.5063788
Continuous asphalt network,-8.328835,-272.6576,0.05291779,0.5063877
Continuous asphalt network,-8.272225,-272.2203,0.02646142,0.3881249
Continuous asphalt network,-8.256402,-272.5135,0.02646702,0.5063941
Continuous asphalt network,-8.264938,-273.0988,0.105832,0.5063876
Continuous asphalt network,-7.893667,-271.0613,0.4233046,0.04815008
Continuous asphalt network,-7.733622,-271.7982,0.02645819,0.3138392
Continuous asphalt network,-7.781698,-271.6504,0.02645819,0.2200479
Continuous asphalt network,-7.548918,-271.8773,0.05291868,0.506384
Continuous asphalt network,-8.002781,-271.8263,0.01322911,0.04814715
Continuous asphalt network,-7.898408,-271.9028,0.0132304,0.3452494
Continuous asphalt network,-8.111262,-271.8595,0.02645458,0.04814234
Continuous asphalt network,-7.94237,-271.6453,0.02645625,0.04814503
Continuous asphalt network,-7.842108,-271.8314,0.01322757,0.3452507
Continuous asphalt network,-7.946481,-271.7549,0.01322629,0.04814741
Continuous asphalt network,-7.63686,-271.3622,0.1058249,0.12095
Continuous asphalt network,-7.436335,-271.7345,0.05290344,0.5063745
Continuous asphalt network,-7.645077,-271.5815,0.05290115,0.1693066
Continuous asphalt network,-7.571097,-269.6078,0.4232844,0.04814945
Continuous asphalt network,-7.427492,-270.7833,0.1058193,0.04814269
Continuous asphalt network,-7.371828,-271.4438,0.01322916,0.43318
Continuous asphalt network,-7.339877,-271.6643,0.02646568,0.5062507
Continuous asphalt network,-7.443935,-271.2219,0.05291899,0.1004105
Continuous asphalt network,-7.603972,-270.485,0.2116422,0.04814998
Continuous asphalt network,-6.314943,-266.1347,6.772758,0.04343722
Continuous asphalt network,-9.785821,-276.1244,0.0264631,0.3625045
Continuous asphalt network,-9.713391,-275.9803,0.02645929,0.4445043
Continuous asphalt network,-9.661366,-276.2015,0.05290509,0.3624669
Continuous asphalt network,-10.14337,-276.1863,0.05290434,0.3624486
Continuous asphalt network,-9.874058,-275.9753,0.02645555,0.4445064
Continuous asphalt network,-9.946487,-276.1194,0.02645935,0.3623728
Continuous asphalt network,-9.327548,-275.6998,0.1058349,0.5063235
Continuous asphalt network,-9.392067,-275.9905,0.02645724,0.4308538
Continuous asphalt network,-9.464485,-276.1346,0.02644983,0.3623978
Continuous asphalt network,-9.516519,-275.9134,0.05292475,0.4496031
Continuous asphalt network,-9.922755,-276.5592,0.423326,0.3624572
Continuous asphalt network,-10.29154,-275.6693,0.1058312,0.5063522
Continuous asphalt network,-10.35605,-275.96,0.0264586,0.4589409
Continuous asphalt network,-10.42848,-276.1041,0.02645113,0.3624228
Continuous asphalt network,-10.48051,-275.8829,0.05289728,0.4784935
Continuous asphalt network,-10.54046,-275.515,0.2116734,0.5063419
Continuous asphalt network,-9.576458,-275.5456,0.2116334,0.5063849
Continuous asphalt network,-9.998509,-275.8981,0.05291738,0.4636666
Continuous asphalt network,-10.26782,-276.1092,0.0264507,0.3624781
Continuous asphalt network,-10.19539,-275.9651,0.02645817,0.4590805
Continuous asphalt network,-9.97021,-275.6795,0.1058197,0.5064037
Continuous asphalt network,-10.50215,-277.7119,0.846617,0.3624365
Continuous asphalt network,-10.72609,-276.5338,0.2116654,0.3624078
Continuous asphalt network,-10.80184,-275.8727,0.02645231,0.4860606
Continuous asphalt network,-10.87031,-276.0901,0.01322599,0.3624108
Continuous asphalt network,-10.87821,-275.9435,0.01322419,0.4821727
Continuous asphalt network,-10.85387,-275.6515,0.05290813,0.5063281
Continuous asphalt network,-10.74981,-276.0939,0.02644409,0.3624718
Continuous asphalt network,-10.67739,-275.9499,0.02645146,0.4744582
Continuous asphalt network,-10.62535,-276.171,0.05291087,0.3624082
Continuous asphalt network,-10.38894,-276.8372,0.4233306,0.3624363
Continuous asphalt network,-11.37122,-279.4408,0.8466157,0.3624475
Continuous asphalt network,-11.93479,-280.8867,0.2116275,0.2745038
Continuous asphalt network,-12.22447,-281.463,0.2116347,0.02214959
Continuous asphalt network,-11.82158,-280.012,0.4232992,0.2737417
Continuous asphalt network,-11.27383,-278.2729,0.8465713,0.3624476
Continuous asphalt network,-11.11193,-276.8143,0.2116421,0.3624585
Continuous asphalt network,-11.07114,-276.0837,0.01323307,0.3624384
Continuous asphalt network,-11.03889,-275.9384,0.01322379,0.486273
Continuous asphalt network,-11.00694,-276.159,0.02645341,0.3624621
Continuous asphalt network,-10.97437,-275.6477,0.02646389,0.506449
Continuous asphalt network,-10.98259,-275.867,0.01323107,0.4921174
Continuous asphalt network,-10.96709,-276.5262,0.105847,0.3624626
Continuous asphalt network,-10.98414,-277.6966,0.4232843,0.3624585
Continuous asphalt network,-13.10938,-282.8987,0.8466024,0.02292257
Continuous asphalt network,-13.81779,-284.6327,0.4232985,0.08669864
Continuous asphalt network,-13.55974,-283.4699,0.4232837,0.02048428
Continuous asphalt network,-14.97657,-286.938,0.8466346,0.08872538
Continuous asphalt network,-14.34848,-285.2014,0.4233177,0.08669884
Continuous asphalt network,-13.80072,-283.4623,0.2116202,0.0204877
Continuous asphalt network,-14.05878,-284.6251,0.2116276,0.0866988
Continuous asphalt network,-12.7223,-281.1545,1.693212,0.02214492
Continuous asphalt network,-12.04734,-278.6143,0.05291892,0.1712967
Continuous asphalt network,-11.85867,-278.7666,0.0264584,0.3624044
Continuous asphalt network,-12.01934,-278.7616,0.0264613,0.1193202
Continuous asphalt network,-11.88849,-278.3998,0.1058339,0.2841918
Continuous asphalt network,-11.73147,-277.9657,0.2116323,0.3624652
Continuous asphalt network,-11.39309,-276.8054,0.1058367,0.3624663
Continuous asphalt network,-11.19773,-276.1529,0.01322995,0.3624195
Continuous asphalt network,-11.03462,-275.6458,0.01322418,0.506448
Continuous asphalt network,-11.24825,-276.5172,0.05291058,0.3624203
Continuous asphalt network,-11.54646,-277.6788,0.2116624,0.362466
Continuous asphalt network,-11.90129,-279.2776,0.1058317,0.2649427
Continuous asphalt network,-12.02147,-278.9079,0.02645536,0.1161427
Continuous asphalt network,-11.8608,-278.9129,0.0264524,0.3624056
Continuous asphalt network,-12.05373,-279.0532,0.05291332,0.1591288
Continuous asphalt network,-12.0784,-279.7112,0.2116488,0.1096698
Continuous asphalt network,-12.27193,-280.5833,0.4233163,0.02214576
Continuous asphalt network,-10.41933,-274.787,0.4233143,0.4218712
Continuous asphalt network,-10.3183,-274.0584,0.2116548,0.09760923
Continuous asphalt network,-10.10164,-274.358,0.2116647,0.4994487
Continuous asphalt network,-9.881348,-275.0968,0.8465849,0.506382
Continuous asphalt network,-10.00426,-273.1901,0.2116543,0.04815047
Continuous asphalt network,-9.681099,-273.4198,0.05291703,0.04814042
Continuous asphalt network,-9.492446,-273.5722,0.02645886,0.4239819
Continuous asphalt network,-9.653113,-273.5671,0.02645712,0.1472111
Continuous asphalt network,-9.948273,-273.4846,0.1058223,0.04815363
Continuous asphalt network,-9.742568,-272.4665,0.2116472,0.04814786
Continuous asphalt network,-9.550259,-273.0581,0.05290668,0.04814626
Continuous asphalt network,-9.454105,-273.3539,0.01322851,0.1282077
Continuous asphalt network,-9.426106,-273.5011,0.01322481,0.4160122
Continuous asphalt network,-9.54843,-273.2777,0.02645702,0.0481426
Continuous asphalt network,-9.738915,-272.9057,0.1058087,0.04814992
Continuous asphalt network,-9.35065,-274.5281,0.4233046,0.5063884
Continuous asphalt network,-9.675621,-274.0787,0.2116562,0.506339
Continuous asphalt network,-10.05295,-273.774,0.1058368,0.08997133
Continuous asphalt network,-9.678369,-273.7493,0.01322446,0.4759028
Continuous asphalt network,-9.732533,-273.6744,0.01323401,0.09843616
Continuous asphalt network,-9.544784,-273.7169,0.02645504,0.5062912
Continuous asphalt network,-9.864281,-273.9264,0.02645548,0.3548883
Continuous asphalt network,-9.83903,-273.7442,0.01323363,0.04812851
Continuous asphalt network,-9.784865,-273.8191,0.01322408,0.4711441
Continuous asphalt network,-8.953813,-270.735,1.693218,0.04814809
Continuous asphalt network,-9.144943,-273.51,0.1058235,0.5063491
Continuous asphalt network,-9.094426,-273.1457,0.02645794,0.4057699
Continuous asphalt network,-9.056079,-272.9273,0.01322995,0.04896222
Continuous asphalt network,-9.028092,-273.0746,0.01322628,0.4183334
Continuous asphalt network,-9.012279,-273.3679,0.05291209,0.5063468
Continuous asphalt network,-8.858903,-272.4945,0.1058175,0.04813977
Continuous asphalt network,-8.879613,-273.2257,0.05291503,0.5175814
Continuous asphalt network,-8.90942,-272.8588,0.02645619,0.2159525
Continuous asphalt network,-8.947765,-273.0771,0.01322776,0.5065278
Continuous asphalt network,-8.975751,-272.9299,0.01323143,0.3764937
Continuous asphalt network,-9.085312,-274.2438,0.4232791,0.5063702
Continuous asphalt network,-9.155885,-272.1923,0.4232748,0.04814923
Continuous asphalt network,-9.256916,-272.921,0.1058402,0.05514869
Continuous asphalt network,-9.307434,-273.2853,0.02645433,0.2464098
Continuous asphalt network,-9.345776,-273.5037,0.013228,0.506516
Continuous asphalt network,-9.373775,-273.3564,0.01323169,0.3734878
Continuous asphalt network,-9.389594,-273.0632,0.05291598,0.06331029
Continuous asphalt network,-9.421233,-272.4767,0.2116658,0.04815144
Continuous asphalt network,-7.278923,-266.1042,3.386369,0.04343733
Continuous asphalt network,-8.053094,-269.5926,1.693185,0.04814871
Continuous asphalt network,-8.392726,-272.2165,0.05290417,0.08110755
Continuous asphalt network,-8.433212,-272.5811,0.02645691,0.5063626
Continuous asphalt network,-8.481278,-272.4333,0.02645581,0.1321533
Continuous asphalt network,-8.521131,-272.0661,0.1058206,0.04814723
Continuous asphalt network,-8.586265,-273.0886,0.1058212,0.5063663
Continuous asphalt network,-8.66597,-272.3542,0.05291444,0.1364651
Continuous asphalt network,-8.59386,-272.576,0.02644955,0.1321631
Continuous asphalt network,-8.545793,-272.7239,0.02645065,0.506361
Continuous asphalt network,-8.844318,-274.2514,0.2116513,0.5064358
Continuous asphalt network,-8.787099,-273.0822,0.05292393,0.4743826
Continuous asphalt network,-8.738403,-272.4983,0.05292212,0.3386239
Continuous asphalt network,-8.73111,-273.3767,0.1058368,0.5064264
Continuous asphalt network,-8.471817,-270.7503,0.8465957,0.04814859
Continuous asphalt network,-3.802619,-259.1884,13.54554,0.04364048
Continuous asphalt network,-2.127747,-254.5576,13.54557,0.05806248
Continuous asphalt network,1.416793,-242.9601,13.54571,0.05755041
Continuous asphalt network,-0.6476466,-252.2625,13.5457,0.0588025
Continuous asphalt network,35.32239,-243.7427,12.24998,0.0329288
Continuous asphalt network,32.90717,-242.0797,3.062539,0.03319892
Continuous asphalt network,31.69955,-241.2482,0.7656245,0.03319963
Continuous asphalt network,31.0029,-240.6981,0.3827962,0.1809126
Continuous asphalt network,31.65348,-240.7234,0.3827938,0.03124101
Continuous asphalt network,32.81503,-241.0301,1.531258,0.03319847
Continuous asphalt network,35.13812,-241.6434,6.125062,0.03077508
Continuous asphalt network,11.32227,-58.66577,23.47648,0.05657535
Continuous asphalt network,-30.71149,-141.0253,4.625787,0.0242683
Continuous asphalt network,-35.05237,-146.515,4.625777,0.02069807
Continuous asphalt network,-29.01685,-137.9349,9.251798,0.03028306
Continuous asphalt network,-23.21923,-129.1821,18.50351,0.03682462
Continuous asphalt network,-34.33865,-147.0332,9.25174,0.01348715
Continuous asphalt network,-29.99777,-141.5435,9.25176,0.01863471
Continuous asphalt network,-35.55746,-150.4691,18.5037,0.01089576
Continuous asphalt network,-43.55479,-166.2664,18.5034,0.004982289
Continuous asphalt network,-50.33332,-178.6278,18.5034,0.003282347
Continuous asphalt network,-41.11716,-159.3947,37.00738,0.005545469
Continuous asphalt network,-24.64667,-128.1456,37.00708,0.0352891
Continuous asphalt network,-31.90101,-140.1615,9.251998,0.02345421
Continuous asphalt network,-35.76609,-145.9967,9.251955,0.02069733
Continuous asphalt network,-30.9201,-136.5528,18.50355,0.02795504
Continuous asphalt network,-24.14158,-124.1914,37.00751,0.03945624
Continuous asphalt network,-21.22813,-117.6652,37.00722,0.03643074
Continuous asphalt network,-82.33792,-51.9794,65.41021,0.009790758
Continuous asphalt network,-106.8498,-46.9964,29.35432,0.01811542
Continuous asphalt network,-100.1192,-53.31577,29.35432,0.01415714
Continuous asphalt network,-113.3067,-44.81067,58.70863,0.01784691
Continuous asphalt network,-366.536,10.18044,17.00038,0.004551996
Continuous asphalt network,-297.0313,-54.28813,36.52395,0.002614414
Continuous asphalt network,-278.3732,50.92785,24.57099,0.004883291
Continuous asphalt network,-308.1428,56.29724,38.82871,0.006875137
Continuous asphalt network,-269.6635,48.86506,50.61977,0.004575554
Continuous asphalt network,-357.1944,43.66426,29.7171,0.006692882
Continuous asphalt network,-364.4614,34.98373,29.71722,0.006173464
Continuous asphalt network,-355.1605,49.72881,59.43449,0.00655378
Continuous asphalt network,-102.9901,24.34078,13.90475,0.002764434
Continuous asphalt network,-44.66629,-5.665598,24.27751,0.006647091
Continuous asphalt network,-90.71391,13.73481,6.334174,0.0005302549
Continuous asphalt network,-93.14095,15.26072,6.33417,0.0149942
Continuous asphalt network,-96.27954,21.8003,15.51421,0.006589127
Continuous asphalt network,4.183505,-52.60394,11.80373,0.04395007
Continuous asphalt network,3.279973,-49.46829,5.901883,0.03033317
Continuous asphalt network,5.29347,-50.64978,5.901915,0.03703566
Continuous asphalt network,132.6934,-115.8668,3.393933,0.05557966
Continuous asphalt network,128.177,-113.3473,0.8484656,0.04482172
Continuous asphalt network,125.9535,-112.0234,0.848472,0.0334833
Continuous asphalt network,129.4274,-113.7526,1.696955,0.0514191
Continuous asphalt network,135.1942,-116.6775,6.787781,0.04163236
Continuous asphalt network,121.5758,-109.2472,3.393847,0.03115129
Continuous asphalt network,115.3572,-105.7989,0.4242514,0.05561792
Continuous asphalt network,116.5383,-106.3326,0.4242364,0.06159656
Continuous asphalt network,113.1337,-104.475,0.2121217,0.04581501
Continuous asphalt network,111.4487,-103.5141,0.1060537,0.04731056
Continuous asphalt network,112.5951,-104.1119,0.1060544,0.02869664
Continuous asphalt network,114.888,-105.3075,0.1060614,0.04730735
Continuous asphalt network,116.0344,-105.9053,0.10606,0.04176274
Continuous asphalt network,114.2801,-105.0728,0.2121217,0.04729468
Continuous asphalt network,119.4216,-107.795,1.696941,0.06237028
Continuous asphalt network,129.7047,-113.2393,0.8484534,0.05083818
Continuous asphalt network,126.3348,-111.3176,0.4242559,0.03350929
Continuous asphalt network,128.6276,-112.5132,0.4242537,0.04277821
Continuous asphalt network,133.7691,-115.2354,0.2121149,0.08232203
Continuous asphalt network,132.0842,-114.2745,0.1060616,0.05443072
Continuous asphalt network,133.2306,-114.8723,0.1060602,0.07217069
Continuous asphalt network,135.5061,-116.1,0.42423,0.07710128
Continuous asphalt network,132.0322,-114.3708,0.2121208,0.05445657
Continuous asphalt network,133.1439,-115.0327,0.2121212,0.07336137
Continuous asphalt network,131.407,-114.1681,0.4242298,0.05139382
Continuous asphalt network,126.2308,-111.5101,0.8484378,0.03350352
Continuous asphalt network,128.4543,-112.834,0.8484304,0.04344383
Continuous asphalt network,124.9804,-111.1048,1.696929,0.02860413
Continuous asphalt network,148.4992,-123.3276,0.4242562,0.1641634
Continuous asphalt network,149.5416,-124.1179,0.424215,0.1861893
Continuous asphalt network,146.7969,-122.3988,0.8484972,0.1309369
Continuous asphalt network,150.792,-124.5232,0.8484623,0.1477161
Continuous asphalt network,149.7496,-123.7329,0.848512,0.1641532
Continuous asphalt network,143.427,-120.4771,0.21213,0.1115163
Continuous asphalt network,142.3152,-119.8151,0.2121292,0.07872775
Continuous asphalt network,144.0522,-120.6798,0.4242508,0.1113816
Continuous asphalt network,140.0917,-118.4912,0.4242568,0.06801423
Continuous asphalt network,142.4019,-119.6547,0.106046,0.07872646
Continuous asphalt network,143.5483,-120.2525,0.1060473,0.108103
Continuous asphalt network,141.794,-119.42,0.2121299,0.07872822
Continuous asphalt network,146.9702,-122.078,0.4242269,0.1306588
Continuous asphalt network,149.263,-123.2736,0.4242303,0.1625551
Continuous asphalt network,145.7545,-121.6085,0.8485121,0.131189
Continuous asphalt network,157.2186,-127.5865,0.8484622,0.1964222
Continuous asphalt network,153.8487,-125.6648,0.4243362,0.151218
Continuous asphalt network,156.7321,-127.1272,0.2121474,0.293536
Continuous asphalt network,155.551,-126.5936,0.2121677,0.1830754
Continuous asphalt network,160.6925,-129.3158,1.69692,0.1970716
Continuous asphalt network,153.7447,-125.8573,0.8484518,0.1512138
Continuous asphalt network,156.5588,-127.4481,0.4242514,0.2432055
Continuous asphalt network,155.3777,-126.9144,0.4242304,0.1788809
Continuous asphalt network,152.4943,-125.452,1.696946,0.1538595
Continuous asphalt network,143.7056,-121.3214,0.8484713,0.1180518
Continuous asphalt network,142.0726,-120.2643,0.4242499,0.07873083
Continuous asphalt network,143.2537,-120.7979,0.4242486,0.1115189
Continuous asphalt network,139.9877,-118.6837,0.8484985,0.06801353
Continuous asphalt network,142.2459,-119.9435,0.2121204,0.07872734
Continuous asphalt network,143.3577,-120.6054,0.2121212,0.1115159
Continuous asphalt network,141.6207,-119.7408,0.4242499,0.07872734
Continuous asphalt network,146.6583,-122.6555,0.8484694,0.131072
Continuous asphalt network,148.8818,-123.9794,0.848476,0.1499955
Continuous asphalt network,145.4079,-122.2502,1.696933,0.1310716
Continuous asphalt network,138.5987,-118.535,3.39388,0.06842384
Continuous asphalt network,141.3434,-120.2541,0.848467,0.07873111
Continuous asphalt network,142.9764,-121.3112,0.4242372,0.1183157
Continuous asphalt network,141.7953,-120.7776,0.4242351,0.07872893
Continuous asphalt network,139.5025,-119.582,1.696921,0.07057064
Continuous asphalt network,121.9251,-111.3207,0.8484967,0.0292954
Continuous asphalt network,120.8826,-110.5305,0.8485014,0.03671742
Continuous asphalt network,122.7235,-111.2026,1.696946,0.02929622
Continuous asphalt network,118.7977,-108.9499,1.696982,0.02854706
Continuous asphalt network,121.2292,-109.8888,0.4242327,0.03618845
Continuous asphalt network,122.4103,-110.4225,0.4242274,0.02352902
Continuous asphalt network,120.5,-109.8787,0.8484983,0.03196791
Continuous asphalt network,115.6704,-106.579,1.696945,0.06495831
Continuous asphalt network,112.995,-104.7317,0.424228,0.04677515
Continuous asphalt network,111.3967,-103.6104,0.2121202,0.04730164
Continuous asphalt network,112.5085,-104.2723,0.2121204,0.03006913
Continuous asphalt network,114.6973,-105.6604,0.8484622,0.04325803
Continuous asphalt network,119.6656,-108.7034,0.4242201,0.03319164
Continuous asphalt network,118.6231,-107.9131,0.4242194,0.1604435
Continuous asphalt network,121.4025,-109.568,0.2121219,0.03319295
Continuous asphalt network,122.5143,-110.23,0.2121204,0.01769378
Continuous asphalt network,120.7773,-109.3654,0.4242259,0.03319162
Continuous asphalt network,117.3727,-107.5078,0.8484657,0.0637145
Continuous asphalt network,118.4152,-108.2981,0.8484702,0.02677866
Continuous asphalt network,129.0115,-114.5226,1.696947,0.05261881
Continuous asphalt network,125.8149,-112.28,0.8485253,0.03348992
Continuous asphalt network,128.0384,-113.604,0.8485189,0.04482661
Continuous asphalt network,132.4161,-116.3801,3.393918,0.05557818
Continuous asphalt network,124.4258,-112.1314,3.393922,0.02752435
Continuous asphalt network,127.6918,-114.2456,1.696977,0.05236245
Continuous asphalt network,125.3296,-113.1783,1.696967,0.04290156
Continuous asphalt network,112.5098,-105.6299,1.696973,0.04730491
Continuous asphalt network,111.2234,-103.9312,0.8484659,0.05898817
Continuous asphalt network,112.2659,-104.7215,0.8484713,0.04471357
Continuous asphalt network,114.2121,-106.5587,3.393889,0.04485422
Continuous asphalt network,110.1477,-104.5626,3.393898,0.04087146
Continuous asphalt network,111.5727,-106.0047,1.696968,0.04730567
Continuous asphalt network,110.253,-105.7277,1.696939,0.04309712
Continuous asphalt network,117.3394,-108.9295,3.393929,0.03380499
Continuous asphalt network,120.0841,-110.6486,0.8484955,0.02748776
Continuous asphalt network,121.7171,-111.7057,0.4242183,0.02929848
Continuous asphalt network,120.536,-111.1721,0.4242301,0.0334494
Continuous asphalt network,118.2432,-109.9765,1.696978,0.03126762
Continuous asphalt network,113.6576,-107.5853,6.787841,0.02355514
Continuous asphalt network,113.6376,-69.86784,3.097001,0.05197234
Continuous asphalt network,114.5782,-71.71656,3.097009,0.05683137
Continuous asphalt network,112.0508,-69.67597,6.194057,0.04466087
Continuous asphalt network,115.3561,-68.12383,1.548491,0.02836105
Continuous asphalt network,114.3276,-67.5657,1.548501,0.01825665
Continuous asphalt network,115.9583,-67.1123,3.097003,0
Continuous asphalt network,115.6946,-70.98409,3.097019,0.04814324
Continuous asphalt network,114.2397,-68.8563,1.548538,0.02581367
Continuous asphalt network,115.2682,-69.41443,1.548527,0.03843749
Continuous asphalt network,252.7986,40.81363,2.221785,0.3588032
Continuous asphalt network,251.1489,40.87257,1.11088,0.4002215
Continuous asphalt network,252.1615,41.43495,1.110898,0.3669186
Continuous asphalt network,254.2522,42.10847,4.443503,0.3527601
Continuous asphalt network,251.5411,38.16516,1.110888,0.3981263
Continuous asphalt network,252.5538,38.72752,1.110885,0.3531046
Continuous asphalt network,251.1655,36.98148,2.221753,0.389736
Continuous asphalt network,250.7733,39.68889,2.221642,0.400205
Continuous asphalt network,252.423,39.62998,1.110786,0.3551221
Continuous asphalt network,251.4104,39.06762,1.110789,0.4001899
