object,x,z,area,grade
Continuous asphalt network,240.2424,55.25682,0.4963918,0.3404725
Continuous asphalt network,239.0941,55.44625,0.9927385,0.3447677
Continuous asphalt network,246.7671,53.31602,1.985414,0.3364909
Continuous asphalt network,244.8356,54.49916,0.992719,0.3246782
Continuous asphalt network,246.2855,54.06787,0.992748,0.3449353
Continuous asphalt network,249.0637,52.93718,3.970876,0.3407908
Continuous asphalt network,244.4705,53.69484,1.985455,0.314056
Continuous asphalt network,245.6771,52.72737,1.985441,0.3460262
Continuous asphalt network,243.3805,53.10619,3.970853,0.3441071
Continuous asphalt network,90.23118,-309.7274,13.31038,0.02329766
Continuous asphalt network,113.4547,-263.085,17.73984,0.04239652
Continuous asphalt network,107.3623,-271.367,8.869956,0.03825984
Continuous asphalt network,110.7232,-265.504,8.869872,0.04326983
Continuous asphalt network,119.1256,-250.8465,17.73999,0.04351918
Continuous asphalt network,116.8156,-257.222,17.73985,0.04742284
Continuous asphalt network,107.7838,-275.3234,35.4796,0.03651487
Continuous asphalt network,113.3507,-266.7851,17.73984,0.04298144
Continuous asphalt network,111.0408,-273.1606,17.73985,0.0395559
Continuous asphalt network,128.0534,-236.4452,35.47929,0.03863753
Continuous asphalt network,137.6107,-218.6,17.73959,0.0333623
Continuous asphalt network,131.9399,-230.8384,17.73959,0.03897382
Continuous asphalt network,120.5981,-255.3153,17.7397,0.04621655
Continuous asphalt network,115.19,-267.6819,4.434804,0.04004433
Continuous asphalt network,112.3546,-273.8011,4.434813,0.03638965
Continuous asphalt network,116.0822,-264.3661,8.869819,0.04008713
Continuous asphalt network,121.2276,-251.8714,17.73962,0.04854276
Continuous asphalt network,123.5375,-245.4959,17.73976,0.04416979
Continuous asphalt network,-241.7957,16.30153,81.89461,0.009983933
Continuous asphalt network,-254.1464,-3.772847,40.94711,0.008047739
Continuous asphalt network,-247.4771,10.01421,40.94719,0.008115012
Continuous asphalt network,-267.6705,-23.54408,40.94775,0.005621254
Continuous asphalt network,-280.6079,-43.46691,20.47368,0.003445592
Continuous asphalt network,-272.7653,-29.98296,20.47372,0.00378642
Continuous asphalt network,-260.4145,-9.908589,40.94775,0.006250082
Continuous asphalt network,-249.2371,10.46887,20.47359,0.007107634
Continuous asphalt network,-255.9064,-3.318181,20.47355,0.00703438
Continuous asphalt network,-40.4664,-28.9368,21.30237,0.01991836
Continuous asphalt network,-33.10409,-32.35048,21.30234,0.02522244
Continuous asphalt network,-21.52449,-37.07661,10.65139,0.0275923
Continuous asphalt network,-14.16216,-40.4903,10.65141,0.02730158
Continuous asphalt network,-26.27789,-36.15858,21.30238,0.02553421
Continuous asphalt network,-42.07477,-30.12002,42.605,0.02141998
Continuous asphalt network,-50.50934,-27.49514,42.60477,0.02022356
Continuous asphalt network,258.9314,46.04126,15.71768,0.3524633
Continuous asphalt network,106.6111,-281.1039,24.60674,0.03450045
Continuous asphalt network,152.0593,-201.4187,24.36388,0.05459584
Continuous asphalt network,-237.3233,24.5744,17.66953,0.01001396
Continuous asphalt network,97.00275,-99.35697,3.484119,0.03937592
Continuous asphalt network,97.74351,-100.7598,3.484076,0.006590256
Continuous asphalt network,98.85465,-102.864,6.968114,0
Continuous asphalt network,93.36855,-97.70071,1.742033,0.02654086
Continuous asphalt network,94.10931,-99.10352,1.741986,0.05917321
Continuous asphalt network,91.03989,-96.42637,1.742029,0.01094162
Continuous asphalt network,92.34542,-96.80832,1.74205,0.03109124
Continuous asphalt network,95.69723,-98.97504,3.484117,0.0312808
Continuous asphalt network,94.30369,-97.38125,1.742052,0.04664
Continuous asphalt network,95.60921,-97.76318,1.742033,0.04310896
Continuous asphalt network,102.0305,-102.6071,13.93641,0.0009205173
Continuous asphalt network,99.89618,-99.61045,1.742047,0.0519721
Continuous asphalt network,99.33142,-100.6313,1.742058,0.00565241
Continuous asphalt network,98.87302,-98.71806,3.484071,0.04950968
Continuous asphalt network,102.322,-100.0237,0.8710181,0.02759201
Continuous asphalt network,101.9516,-99.32224,0.8710324,0.07068142
Continuous asphalt network,103.4424,-100.0549,1.742016,0.03832973
Continuous asphalt network,100.6369,-101.0133,1.74201,0
Continuous asphalt network,101.0165,-99.6417,0.8710083,0.06469563
Continuous asphalt network,101.3869,-100.3431,0.870994,0.01435803
Continuous asphalt network,261.8511,47.7518,23.30235,0.3182456
Continuous asphalt network,149.2234,-201.7722,5.392089,0.04603556
Continuous asphalt network,-239.7017,26.67295,15.67299,0.01037004
Continuous asphalt network,264.4391,45.94458,12.50162,0.3248684
Continuous asphalt network,265.2942,43.3459,12.50158,0.3271219
Continuous asphalt network,152.9227,-194.8251,52.74774,0.05693924
Continuous asphalt network,157.4769,-183.6628,13.18694,0.07424248
Continuous asphalt network,160.3388,-176.9702,6.593427,0.08139184
Continuous asphalt network,159.293,-181.4637,6.593472,0.07476755
Continuous asphalt network,156.5548,-190.427,26.37377,0.07004286
Continuous asphalt network,165.6633,-168.1024,26.374,0.07662605
Continuous asphalt network,170.2794,-158.0753,3.296753,0.07045069
Continuous asphalt network,171.7103,-154.729,1.648351,0.1029838
Continuous asphalt network,171.1874,-156.9758,1.648365,0.07645723
Continuous asphalt network,173.4646,-151.3946,1.648459,0.1576583
Continuous asphalt network,174.7648,-148.61,0.4121293,0.1519227
Continuous asphalt network,175.5611,-146.9398,0.2060591,0.1441698
Continuous asphalt network,175.138,-148.0573,0.2060627,0.1533252
Continuous asphalt network,174.211,-150.2891,0.8242257,0.157647
Continuous asphalt network,172.78,-153.6354,1.648471,0.1594402
Continuous asphalt network,171.6724,-156.9937,0.8242331,0.08769381
Continuous asphalt network,172.1953,-154.7469,0.8242259,0.1105901
Continuous asphalt network,168.6489,-163.6803,13.187,0.07297511
Continuous asphalt network,163.7713,-174.8307,13.18699,0.07614963
Continuous asphalt network,161.8794,-181.5591,6.593218,0.07560737
Continuous asphalt network,162.2785,-177.0417,6.593244,0.08139646
Continuous asphalt network,158.4946,-190.4985,13.18665,0.06568708
Continuous asphalt network,160.0633,-183.7582,6.593357,0.07037309
Continuous asphalt network,161.3087,-177.006,3.296892,0.08139572
Continuous asphalt network,160.9095,-181.5233,3.296879,0.07560626
Continuous asphalt network,-225.025,31.25732,27.10383,0.01001539
Continuous asphalt network,265.7995,16.17961,4.212381,0.3060413
Continuous asphalt network,264.4428,10.03679,4.212384,0.2970235
Continuous asphalt network,265.8984,19.3874,8.424328,0.3246259
Continuous asphalt network,266.7746,28.8744,4.21173,0.3316173
Continuous asphalt network,267.5518,35.15361,4.211681,0.3340676
Continuous asphalt network,266.9653,25.5984,8.424305,0.3283203
Continuous asphalt network,265.3119,9.83221,8.424362,0.2970177
Continuous asphalt network,266.6686,15.97503,8.424356,0.3060362
Continuous asphalt network,265.7924,6.488017,16.84902,0.2943929
Continuous asphalt network,265.7324,-9.653275,1.05312,0.2245213
Continuous asphalt network,264.9569,-13.50954,0.5265601,0.2969406
Continuous asphalt network,265.1026,-12.3322,0.2632895,0.3416087
Continuous asphalt network,265.1998,-11.54733,0.2632819,0.2221617
Continuous asphalt network,265.7818,-8.049382,2.106224,0.2245364
Continuous asphalt network,266.2923,-3.322896,0.2632883,0.2707906
Continuous asphalt network,265.9532,-4.858592,0.2633046,0.2646804
Continuous asphalt network,266.317,-2.520961,0.5265521,0.2602972
Continuous asphalt network,266.6085,-0.1662648,1.053107,0.2603769
Continuous asphalt network,266.1704,-4.909739,0.5265036,0.2647336
Continuous asphalt network,266.5096,-3.374044,0.5264708,0.2708581
Continuous asphalt network,266.2906,-5.745809,1.053106,0.2219154
Continuous asphalt network,265.4886,-12.82695,2.106014,0.2206792
Continuous asphalt network,266.167,-9.755554,2.105981,0.2245613
Continuous asphalt network,265.7535,-13.6971,2.106086,0.2156023
Continuous asphalt network,265.7041,-15.301,2.106161,0.1681047
Continuous asphalt network,265.8207,-20.98284,2.106134,0.2024789
Continuous asphalt network,265.7218,-24.19064,2.106126,0.116305
Continuous asphalt network,265.7183,-29.03644,1.053172,0.0493676
Continuous asphalt network,265.6194,-32.24424,1.053175,0.08165904
Continuous asphalt network,265.478,-27.36433,2.106141,0.1163923
Continuous asphalt network,265.2907,-19.24254,8.424618,0.1676637
Continuous asphalt network,265.5928,-2.350469,1.052995,0.2605566
Continuous asphalt network,264.5771,-4.534704,0.5264454,0.2540224
Continuous asphalt network,265.0611,-3.033086,0.5264423,0.2605491
Continuous asphalt network,266.174,-0.06396484,2.105976,0.2603651
Continuous asphalt network,264.9145,-5.42189,2.106086,0.2628561
Continuous asphalt network,265.7853,-3.203562,1.053093,0.2633392
Continuous asphalt network,265.591,-4.773366,1.053099,0.2567043
Continuous asphalt network,265.0081,-9.482793,2.106301,0.2245286
Continuous asphalt network,264.6919,-12.63942,0.13166,0.2353707
Continuous asphalt network,264.9339,-11.88864,0.1316549,0.236317
Continuous asphalt network,264.7157,-13.04891,0.2632771,0.2353794
Continuous asphalt network,264.57,-14.22625,0.5265871,0.2348824
Continuous asphalt network,264.7166,-11.83749,0.2632417,0.2363362
Continuous asphalt network,264.4746,-12.58828,0.2632519,0.2353972
Continuous asphalt network,264.5479,-11.39391,0.5265669,0.2232512
Continuous asphalt network,264.6707,-8.595576,2.106089,0.2245364
Continuous asphalt network,264.5753,-6.957586,2.106047,0.2631919
Continuous asphalt network,265.3049,0.1406199,4.212111,0.2603749
Continuous asphalt network,264.6266,-2.930796,1.053102,0.2605654
Continuous asphalt network,264.1426,-4.432414,1.053108,0.25404
Continuous asphalt network,264.2892,-2.043594,2.106079,0.2605661
Continuous asphalt network,264.6301,1.915003,8.424449,0.2868933
Continuous asphalt network,265.5204,30.7852,4.212244,0.3340768
Continuous asphalt network,263.4889,26.41678,2.106112,0.3321989
Continuous asphalt network,264.457,29.41998,2.106086,0.3378036
Continuous asphalt network,266.6827,35.35819,8.424567,0.3340598
Continuous asphalt network,264.1637,24.64238,8.424607,0.3277571
Continuous asphalt network,265.7112,27.50921,8.424503,0.3489833
Continuous asphalt network,264.351,16.52058,8.424516,0.3046964
Continuous asphalt network,263.5737,10.24138,8.424517,0.297034
Continuous asphalt network,263.6761,18.29497,8.42429,0.3344328
Continuous asphalt network,263.4854,21.57095,8.424537,0.326547
Continuous asphalt network,264.9445,35.76735,16.84915,0.3361523
Continuous asphalt network,263.5879,29.62455,4.212263,0.3344429
Continuous asphalt network,262.6198,26.62135,4.212315,0.328766
Continuous asphalt network,262.9131,31.39892,8.424536,0.3361266
Continuous asphalt network,264.1266,39.99874,4.212276,0.3348858
Continuous asphalt network,262.8724,41.90951,4.212256,0.3244218
Continuous asphalt network,265.8171,40.40857,8.424474,0.3305038
Continuous asphalt network,262.6268,36.31292,8.424591,0.3335392
Continuous asphalt network,261.809,40.5443,4.212256,0.3244204
Continuous asphalt network,263.0632,38.63353,4.212276,0.3348845
Continuous asphalt network,169.6604,-169.2748,24.88218,0.07337319
Continuous asphalt network,175.6915,-159.064,1.555097,0.06780144
Continuous asphalt network,176.9234,-157.0356,0.388771,0.06780044
Continuous asphalt network,177.5394,-156.0214,0.09718701,0.1078052
Continuous asphalt network,177.8795,-155.5315,0.09718917,0.1675731
Continuous asphalt network,177.4979,-156.3351,0.1943788,0.0868165
Continuous asphalt network,176.8404,-157.6631,0.7775613,0.06780044
Continuous asphalt network,175.5256,-160.319,3.110296,0.06807043
Continuous asphalt network,179.773,-153.1852,3.110375,0.1707749
Continuous asphalt network,177.3548,-157.9383,0.3887907,0.06779652
Continuous asphalt network,178.1408,-156.6792,0.09719649,0.06780031
Continuous asphalt network,178.6189,-155.9271,0.04861531,0.1403774
Continuous asphalt network,178.3431,-156.4514,0.04861389,0.06779068
Continuous asphalt network,177.7592,-157.4828,0.1943969,0.06780028
Continuous asphalt network,176.5916,-159.5457,0.7775797,0.06512295
Continuous asphalt network,177.8837,-156.5416,0.1944063,0.06779421
Continuous asphalt network,178.5224,-155.8755,0.09717533,0.1403771
Continuous asphalt network,178.1823,-156.3654,0.09717749,0.06779846
Continuous asphalt network,177.4377,-157.3108,0.3888287,0.06779443
Continuous asphalt network,178.4353,-155.493,0.3888053,0.1610473
Continuous asphalt network,177.8608,-156.1934,0.1944117,0.08038124
Continuous asphalt network,178.0724,-155.6347,0.1944176,0.1673567
Continuous asphalt network,172.8958,-165.6309,12.44126,0.0729844
Continuous asphalt network,164.0689,-182.4086,12.44128,0.07350839
Continuous asphalt network,159.6555,-190.7975,12.44128,0.06201776
Continuous asphalt network,165.247,-177.6637,24.88221,0.0714552
Continuous asphalt network,172.9539,-158.9428,6.220546,0.06913415
Continuous asphalt network,174.526,-156.4245,0.3887945,0.06780217
Continuous asphalt network,174.9833,-155.8293,0.194381,0.1637015
Continuous asphalt network,175.0061,-156.1775,0.194397,0.07587063
Continuous asphalt network,174.806,-156.9103,0.7775523,0.06779961
Continuous asphalt network,175.9321,-155.1612,0.777549,0.1675906
Continuous asphalt network,175.5318,-156.6268,0.3887822,0.08611091
Continuous asphalt network,175.4976,-156.1046,0.1943973,0.08515885
Continuous asphalt network,175.4748,-155.7564,0.1943813,0.1675924
Continuous asphalt network,174.4057,-158.3759,3.110305,0.06780274
Continuous asphalt network,179.0015,-152.7723,6.220557,0.17078
Continuous asphalt network,176.069,-157.2502,0.777587,0.06779908
Continuous asphalt network,177.1122,-156.1287,0.1943861,0.1126707
Continuous asphalt network,177.7509,-155.4627,0.09721205,0.1675939
Continuous asphalt network,177.4108,-155.9526,0.0972099,0.1078358
Continuous asphalt network,176.6663,-156.898,0.388771,0.06780044
Continuous asphalt network,175.1771,-158.7887,1.555159,0.06780066
Continuous asphalt network,177.1723,-155.153,1.555137,0.1505086
Continuous asphalt network,176.0234,-156.5539,0.7776062,0.07066899
Continuous asphalt network,176.4465,-155.4365,0.7776067,0.1693533
Continuous asphalt network,170.3241,-164.2547,24.88218,0.07202709
Continuous asphalt network,178.8647,-150.6833,1.55521,0.1675875
Continuous asphalt network,177.6017,-150.3434,0.3887801,0.1552006
Continuous asphalt network,177.0874,-150.0681,0.3887902,0.1576723
Continuous asphalt network,178.3276,-150.0599,0.7775596,0.1498124
Continuous asphalt network,180.3165,-150.1164,3.110376,0.1705487
Continuous asphalt network,177.5042,-152.6429,3.110266,0.1675915
Continuous asphalt network,177.0386,-151.2179,0.09719449,0.1676045
Continuous asphalt network,176.7814,-151.0803,0.09718967,0.1488425
Continuous asphalt network,177.4015,-151.0762,0.1943773,0.1676063
Continuous asphalt network,176.6985,-151.7078,0.1944157,0.1675636
Continuous asphalt network,176.5471,-151.2908,0.09719262,0.1488548
Continuous asphalt network,176.8042,-151.4284,0.09719744,0.167616
Continuous asphalt network,176.6186,-150.4892,0.3887812,0.1576631
Continuous asphalt network,177.3787,-150.728,0.1943869,0.09944686
Continuous asphalt network,176.8872,-150.8009,0.1943906,0.1534562
Continuous asphalt network,177.9273,-151.5255,1.555215,0.1675808
Continuous asphalt network,177.2305,-148.4649,3.11033,0.1510287
Continuous asphalt network,177.1392,-147.0722,3.110307,0.1441859
Continuous asphalt network,179.7337,-148.7966,0.7775709,0.157375
Continuous asphalt network,179.4309,-147.9627,0.3887971,0.1614618
Continuous asphalt network,179.9453,-148.2379,0.3887773,0.1544316
Continuous asphalt network,180.7395,-148.999,1.555153,0.1668803
Continuous asphalt network,178.0248,-149.2259,0.3887919,0.157684
Continuous asphalt network,178.5391,-149.5012,0.3887871,0.1595589
Continuous asphalt network,177.2989,-149.5094,0.7775838,0.1576709
Continuous asphalt network,178.705,-148.2461,0.7775704,0.1526089
Continuous asphalt network,179.0078,-149.0801,0.3887812,0.1595398
Continuous asphalt network,178.4935,-148.8049,0.388786,0.1576676
Continuous asphalt network,175.1606,-154.7484,1.55517,0.1675889
Continuous asphalt network,174.4804,-155.7282,0.3887705,0.1527123
Continuous asphalt network,174.0117,-156.1492,0.3887917,0.08246384
Continuous asphalt network,174.2004,-155.2424,0.7776002,0.1675821
Continuous asphalt network,174.0864,-153.5015,1.555149,0.1461614
Continuous asphalt network,175.115,-154.052,1.555147,0.1675844
Continuous asphalt network,172.3484,-157.2749,3.110292,0.06968471
Continuous asphalt network,173.1489,-154.3437,1.555163,0.1461606
Continuous asphalt network,173.2174,-155.3882,0.7775822,0.1675844
Continuous asphalt network,173.263,-156.0845,0.7775405,0.1034753
Continuous asphalt network,174.8869,-150.5703,3.110208,0.1576702
Continuous asphalt network,175.476,-148.1979,0.7775738,0.1638606
Continuous asphalt network,175.899,-147.0804,0.7775651,0.144186
Continuous asphalt network,175.7787,-149.0318,1.555127,0.1559449
Continuous asphalt network,175.2125,-151.7525,0.3887737,0.1576622
Continuous asphalt network,175.844,-151.9225,0.09720463,0.1576353
Continuous asphalt network,176.1012,-152.0601,0.0972025,0.1721489
Continuous asphalt network,175.4811,-152.0642,0.1943971,0.1576686
Continuous asphalt network,174.4866,-152.0359,0.7775379,0.1576761
Continuous asphalt network,175.8928,-150.7727,0.7775714,0.15767
Continuous asphalt network,176.1841,-151.4325,0.1943935,0.1569644
Continuous asphalt network,176.3355,-151.8495,0.09720387,0.1698371
Continuous asphalt network,176.0784,-151.7119,0.097206,0.1557625
Continuous asphalt network,175.6812,-151.3314,0.3887832,0.1576735
Continuous asphalt network,176.0524,-153.2099,1.555117,0.1675949
Continuous asphalt network,174.5323,-152.7323,0.7775413,0.1724426
Continuous asphalt network,175.5039,-152.4124,0.1943914,0.2015625
Continuous asphalt network,175.9954,-152.3394,0.1943954,0.1611995
Continuous asphalt network,175.2809,-152.797,0.3887829,0.1445404
Continuous asphalt network,-204.1786,32.27809,34.17315,0
Continuous asphalt network,-213.4181,29.93611,17.08667,0.00869797
Continuous asphalt network,-207.8549,32.99004,17.08638,0
Continuous asphalt network,263.9561,-44.81247,7.882167,0.0998418
Continuous asphalt network,266.9395,-43.90515,1.970463,0.1015071
Continuous asphalt network,268.5094,-43.2809,0.2463197,0.1980845
Continuous asphalt network,268.4417,-43.77852,0.1231507,0.1763038
Continuous asphalt network,268.2643,-43.46554,0.1231527,0.06895788
Continuous asphalt network,269.0989,-43.39518,0.4926283,0.2345895
Continuous asphalt network,267.6281,-44.50296,0.4926355,0.08898928
Continuous asphalt network,267.8628,-43.99128,0.2463184,0.1046038
Continuous asphalt network,267.9305,-43.49368,0.1231589,0.06238002
Continuous asphalt network,268.1079,-43.80666,0.1231569,0.170147
Continuous asphalt network,265.6461,-45.3259,3.941093,0.1020481
Continuous asphalt network,261.7242,-48.27998,3.941064,0.09900241
Continuous asphalt network,259.6068,-50.09814,0.4926399,0.07158993
Continuous asphalt network,260.2744,-50.04187,0.4926399,0.1345752
Continuous asphalt network,258.9601,-50.80852,0.9852695,0.08184957
Continuous asphalt network,260.2534,-49.38776,0.4926475,0.06890733
Continuous asphalt network,259.5858,-49.44403,0.4926475,0.08131969
Continuous asphalt network,260.2325,-48.73365,0.9852833,0.09915236
Continuous asphalt network,261.995,-46.28951,7.882143,0.1003183
Continuous asphalt network,265.8751,-42.02723,1.970552,0.1144614
Continuous asphalt network,264.8317,-40.80341,0.4926441,0.1144667
Continuous asphalt network,264.3099,-40.1915,0.1231621,0.1144593
Continuous asphalt network,264.0047,-39.80731,0.06157622,0.07586435
Continuous asphalt network,264.2603,-39.94973,0.06157533,0.1000649
Continuous asphalt network,264.7325,-40.31985,0.2463189,0.1144693
Continuous asphalt network,265.6767,-41.06012,0.9853217,0.1144612
Continuous asphalt network,267.8103,-42.35602,0.1231657,0.07700776
Continuous asphalt network,268.1442,-42.32788,0.1231545,0.1200899
Continuous asphalt network,267.8208,-42.68309,0.2463503,0.1194994
Continuous asphalt network,267.2886,-41.74412,0.2463348,0.1144632
Continuous asphalt network,267.839,-41.94368,0.06157712,0.1139418
Continuous asphalt network,268.0946,-42.08611,0.06157533,0.0689433
Continuous asphalt network,267.6329,-42.04304,0.1231695,0.1144619
Continuous asphalt network,268.8223,-42.59866,0.2463173,0.1291346
Continuous asphalt network,269.3335,-42.8835,0.2463059,0.1710634
Continuous asphalt network,268.4102,-42.79736,0.492661,0.1143746
Continuous asphalt network,266.8976,-42.59693,1.970504,0.114467
Continuous asphalt network,263.5593,-42.87829,3.94104,0.1144655
Continuous asphalt network,263.6737,-41.22896,0.9852794,0.1063436
Continuous asphalt network,263.731,-40.40428,0.2463231,0.05666867
Continuous asphalt network,263.7987,-39.90666,0.1231565,0.0341061
Continuous asphalt network,263.9761,-40.21965,0.1231641,0.1384844
Continuous asphalt network,264.164,-40.8597,0.4926462,0.113427
Continuous asphalt network,264.5398,-42.13978,1.970544,0.1144621
Continuous asphalt network,265.7702,-38.75667,0.4926036,0.08264374
Continuous asphalt network,265.1598,-37.98829,0.2463107,0.0628793
Continuous asphalt network,265.7101,-38.18785,0.06158029,0.07479892
Continuous asphalt network,265.9657,-38.33028,0.06158387,0.1144919
Continuous asphalt network,265.5041,-38.2872,0.1231545,0.01189857
Continuous asphalt network,266.6152,-39.01339,0.9852265,0.1144619
Continuous asphalt network,264.6905,-39.01167,0.2463327,0.08464611
Continuous asphalt network,265.2017,-39.2965,0.2463081,0.1144715
Continuous asphalt network,264.2784,-39.21036,0.4926327,0.02351858
Continuous asphalt network,264.7477,-38.18699,0.4926542,0.06288186
Continuous asphalt network,265.3581,-38.95537,0.246314,0.106321
Continuous asphalt network,264.8469,-38.67054,0.2463386,0.0617253
Continuous asphalt network,265.7072,-36.79436,1.970512,0.04604908
Continuous asphalt network,266.9281,-38.33116,0.9852472,0.1144631
Continuous asphalt network,265.7387,-37.77553,0.1231527,0.06288952
Continuous asphalt network,266.0439,-38.15971,0.06157801,0.105529
Continuous asphalt network,265.7883,-38.01729,0.06157443,0.05183543
Continuous asphalt network,265.3162,-37.64717,0.2463107,0.06287915
Continuous asphalt network,266.3177,-37.56276,0.2462995,0.05495387
Continuous asphalt network,266.2499,-38.06036,0.1231641,0.09321684
Continuous asphalt network,266.0725,-37.74738,0.1231527,0.08942255
Continuous asphalt network,267.7579,-40.72073,0.2463231,0.1143755
Continuous asphalt network,268.2691,-41.00557,0.2463195,0.08942235
Continuous asphalt network,267.3458,-40.91943,0.4926319,0.114466
Continuous asphalt network,267.776,-39.98135,0.06157622,0.1144627
Continuous asphalt network,268.0316,-40.12378,0.06157622,0.0561301
Continuous asphalt network,267.57,-40.08069,0.1231616,0.1144714
Continuous asphalt network,267.8046,-39.56901,0.1231672,0.0953419
Continuous asphalt network,268.1099,-39.95321,0.06159152,0.08994364
Continuous asphalt network,267.8542,-39.81078,0.06159152,0.1318863
Continuous asphalt network,268.4255,-40.66446,0.2463137,0.1281545
Continuous asphalt network,267.7474,-40.39368,0.1231648,0.09070679
Continuous asphalt network,268.0812,-40.36554,0.1231556,0.1215939
Continuous asphalt network,268.8795,-41.77397,0.4926436,0.128131
Continuous asphalt network,269.4012,-42.3859,0.1231657,0.1219995
Continuous asphalt network,269.5786,-42.69888,0.1231383,0.294942
Continuous asphalt network,268.9787,-42.25753,0.2463225,0.1281378
Continuous asphalt network,267.8676,-41.53135,0.1231697,0.07718906
Continuous asphalt network,268.1728,-41.91556,0.06157859,0.1281089
Continuous asphalt network,267.9171,-41.77313,0.06158038,0.1524898
Continuous asphalt network,267.445,-41.40298,0.2463166,0.114461
Continuous asphalt network,268.3683,-41.48912,0.4926556,0.1214493
Continuous asphalt network,265.9895,-40.37785,0.9852619,0.1144623
Continuous asphalt network,264.8889,-39.97873,0.2462955,0.1144692
Continuous asphalt network,264.3385,-39.77917,0.06157533,0.0966626
Continuous asphalt network,264.0829,-39.63675,0.06157622,0.06288119
Continuous asphalt network,264.5446,-39.67984,0.1231486,0.07450434
Continuous asphalt network,265.3009,-39.78003,0.4926112,0.1144691
Continuous asphalt network,266.8136,-39.98047,1.970552,0.1144629
Continuous asphalt network,179.6956,-144.7417,0.1843372,0.1441811
Continuous asphalt network,180.2131,-144.7001,0.1843335,0.07395038
Continuous asphalt network,179.4336,-145.0794,0.3686984,0.1441896
Continuous asphalt network,179.4432,-144.1288,0.3686556,0.1441903
Continuous asphalt network,180.2163,-144.3832,0.1843522,0.07395085
Continuous asphalt network,179.6987,-144.4248,0.1843559,0.1441823
Continuous asphalt network,181.2433,-145.0922,0.7373904,0.08525652
Continuous asphalt network,180.2067,-145.3339,0.1843358,0.07136234
Continuous asphalt network,179.6892,-145.3755,0.1843503,0.1441965
Continuous asphalt network,180.4687,-144.9962,0.3686807,0.0717296
Continuous asphalt network,178.1414,-145.0251,2.949474,0.1441867
Continuous asphalt network,181.2625,-143.1908,0.7373647,0.08525605
Continuous asphalt network,180.2258,-143.4326,0.1843248,0.07658228
Continuous asphalt network,179.7083,-143.4742,0.1843248,0.1441852
Continuous asphalt network,180.4878,-143.0949,0.3686822,0.07701632
Continuous asphalt network,181.7864,-142.5155,1.474687,0.0852574
Continuous asphalt network,181.7673,-144.4167,1.474787,0.08525733
Continuous asphalt network,180.4782,-144.0455,0.3686998,0.07435063
Continuous asphalt network,179.7051,-143.7911,0.1843357,0.1441811
Continuous asphalt network,180.2227,-143.7494,0.1843357,0.07656711
Continuous asphalt network,181.2561,-143.8246,0.7373775,0.08525264
Continuous asphalt network,180.967,-146.8558,0.3686729,0.034657
Continuous asphalt network,181.4814,-147.1311,0.3686793,0.1339369
Continuous asphalt network,180.1876,-147.2352,0.184345,0.05684526
Continuous asphalt network,179.67,-147.2768,0.1843486,0.1442006
Continuous asphalt network,180.4495,-146.8975,0.3687093,0.05845355
Continuous asphalt network,181.6211,-146.0908,0.09217492,0.08526024
Continuous asphalt network,181.8783,-146.2284,0.09217585,0.1439033
Continuous asphalt network,181.2322,-146.2012,0.1843425,0.0852709
Continuous asphalt network,182.0132,-145.6635,0.1843367,0.06716648
Continuous asphalt network,182.1386,-146.0492,0.0921727,0.1264771
Continuous asphalt network,181.8815,-145.9115,0.09217177,0.08351806
Continuous asphalt network,182.0021,-146.7726,0.3686828,0.1339361
Continuous asphalt network,181.229,-146.5181,0.1843425,0.1000792
Continuous asphalt network,181.7465,-146.4765,0.1843462,0.07193458
Continuous asphalt network,181.6012,-148.0713,0.04609036,0.164949
Continuous asphalt network,181.6027,-147.9129,0.04606987,0.132079
Continuous asphalt network,181.8591,-148.1297,0.09218019,0.1411208
Continuous asphalt network,181.0828,-148.1922,0.09218112,0.1709211
Continuous asphalt network,181.344,-147.9337,0.04607527,0.1431707
Continuous asphalt network,181.3424,-148.0921,0.04609576,0.1709466
Continuous asphalt network,181.9925,-147.7232,0.3686999,0.07116707
Continuous asphalt network,181.7258,-148.5362,0.7373713,0.1709584
Continuous asphalt network,180.4416,-147.6897,0.1843289,0.1287792
Continuous asphalt network,180.4384,-148.0066,0.1843417,0.06788213
Continuous asphalt network,179.6669,-147.5937,0.1843526,0.1441987
Continuous asphalt network,180.1844,-147.5521,0.184349,0.05684616
Continuous asphalt network,181.4782,-147.448,0.3687238,0.1339281
Continuous asphalt network,181.0861,-147.8753,0.09216452,0.09828103
Continuous asphalt network,180.8257,-148.0546,0.09217629,0.1431171
Continuous asphalt network,180.9591,-147.6481,0.1843399,0.1339295
Continuous asphalt network,178.1287,-146.2926,2.949523,0.1441869
Continuous asphalt network,180.4591,-145.9468,0.3686821,0.06908684
Continuous asphalt network,179.686,-145.6924,0.1843494,0.144199
Continuous asphalt network,180.2035,-145.6508,0.1843349,0.07138149
Continuous asphalt network,181.237,-145.7259,0.7373785,0.08525315
Continuous asphalt network,179.6764,-146.643,0.184338,0.1441845
Continuous asphalt network,180.1939,-146.6014,0.1843453,0.06875358
Continuous asphalt network,179.4145,-146.9808,0.3686661,0.1442031
Continuous asphalt network,179.4241,-146.0301,0.3686893,0.1441789
Continuous asphalt network,180.1971,-146.2845,0.1843458,0.06875088
Continuous asphalt network,179.6796,-146.3262,0.1843385,0.1441846
Continuous asphalt network,-200.5706,35.86288,16.61251,0
