object,triangle,x,y,z,areaM2,grade
"Continuous asphalt network",2899,13.2051134,-7.568567,-276.082764,1.77923751,0.0453943051
"Continuous asphalt network",2900,10.2840681,-7.713257,-279.3077,1.77915668,0.146082774
"Continuous asphalt network",2901,8.707745,-7.75022,-281.284882,0.444783032,0.114376456
"Continuous asphalt network",2902,7.896377,-7.7189393,-282.23996,0.0278053712,0.163793668
"Continuous asphalt network",2903,8.151445,-7.73925447,-282.076782,0.0278021935,0.07350318
"Continuous asphalt network",2904,7.81525469,-7.69865751,-282.388733,0.0555851981,0.120039813
"Continuous asphalt network",2905,7.50228834,-7.63861227,-282.734222,0.111170419,0.146747187
"Continuous asphalt network",2906,8.081813,-7.747892,-281.975983,0.05560532,0.06955972
"Continuous asphalt network",2907,7.826744,-7.72757673,-282.13916,0.0556116737,0.1619475
"Continuous asphalt network",2908,8.116503,-7.76411963,-281.76,0.111201443,0.109433837
"Continuous asphalt network",2909,8.939356,-7.78541136,-280.55545,0.889568,0.133406684
"Continuous asphalt network",2910,10.422843,-7.75057745,-278.4439,1.77917814,0.141362026
"Continuous asphalt network",2911,11.2456923,-7.651788,-277.2394,0.222384512,0.132507056
"Continuous asphalt network",2912,11.22223,-7.660543,-276.673126,0.222400457,0.145614281
"Continuous asphalt network",2913,11.6053286,-7.62157631,-277.4937,0.444800049,0.115458377
"Continuous asphalt network",2914,10.5616217,-7.76512527,-277.5801,0.44482097,0.135647207
"Continuous asphalt network",2915,10.8743391,-7.71909475,-276.7019,0.222397909,0.215800866
"Continuous asphalt network",2916,10.8978,-7.71034,-277.2682,0.222381964,0.205901936
"Continuous asphalt network",2917,13.6908083,-7.53582335,-273.059448,0.88957113,0.09174354
"Continuous asphalt network",2918,14.3866224,-7.580742,-273.001862,0.88957113,0.0409716256
"Continuous asphalt network",2919,15.4303389,-7.61133957,-272.915436,1.77912068,0.0251663867
"Continuous asphalt network",2920,12.8796873,-7.50256157,-274.54715,0.8895978,0.108806536
"Continuous asphalt network",2921,11.7782984,-7.524874,-275.3486,0.111195728,0.202215165
"Continuous asphalt network",2922,12.253746,-7.49099874,-275.2382,0.055596184,0.11258173
"Continuous asphalt network",2923,12.0218925,-7.49211931,-275.434967,0.0138988653,0.07596912
"Continuous asphalt network",2924,11.8943529,-7.506714,-275.516541,0.0139012681,0.22360523
"Continuous asphalt network",2925,12.0392351,-7.48524237,-275.327,0.0277975146,0.12963295
"Continuous asphalt network",2926,11.4421148,-7.60817575,-275.660522,0.2223886,0.209247932
"Continuous asphalt network",2927,12.1956,-7.46430349,-274.887878,0.222401,0.112187065
"Continuous asphalt network",2928,11.8476915,-7.483584,-274.9167,0.222400442,0.207433239
"Continuous asphalt network",2929,13.0184555,-7.48654556,-273.683319,1.77916551,0.08375953
"Continuous asphalt network",2930,15.359973,-7.626966,-271.216644,0.8896029,0.0676969141
"Continuous asphalt network",2931,15.3130617,-7.620571,-270.084076,0.889603138,0.06972544
"Continuous asphalt network",2932,16.079237,-7.642676,-271.7253,1.77918243,0.03740165
"Continuous asphalt network",2933,14.154027,-7.542858,-271.600555,0.444799244,0.1340724
"Continuous asphalt network",2934,14.5253868,-7.582224,-272.138062,0.444793075,0.03877713
"Continuous asphalt network",2935,13.6438942,-7.50268,-271.92688,0.889602,0.1029751
"Continuous asphalt network",2936,14.4550323,-7.52996063,-270.439178,0.444791377,0.128367335
"Continuous asphalt network",2937,14.7794828,-7.56293249,-269.844116,0.444781035,0.173548535
"Continuous asphalt network",2938,14.8498383,-7.597112,-271.542969,0.444802,0.0314255357
"Continuous asphalt network",2939,14.47848,-7.55774641,-271.005463,0.444808125,0.1292809
"Continuous asphalt network",2940,28.3634338,-7.96875763,-252.241348,3.558346,0.0225006118
"Continuous asphalt network",2941,24.9312878,-7.90263557,-253.661911,1.77917683,0.04493014
"Continuous asphalt network",2942,26.9718075,-7.964088,-252.356552,1.77918482,0.0265772231
"Continuous asphalt network",2943,31.2385387,-8.003287,-250.0146,7.116681,0.0175166856
"Continuous asphalt network",2944,24.65375,-7.865597,-255.389526,7.11660147,0.0304538179
"Continuous asphalt network",2945,27.06563,-7.91615248,-254.621643,7.116641,0.0194326118
"Continuous asphalt network",2946,21.6408386,-7.786995,-260.61087,0.8895732,0.0107025281
"Continuous asphalt network",2947,20.22626,-7.78129244,-261.225128,0.222390413,0.0434757732
"Continuous asphalt network",2948,19.6232929,-7.82115126,-261.417084,0.222386792,0.149223387
"Continuous asphalt network",2949,20.945034,-7.776876,-260.668457,0.444791228,0.0320766829
"Continuous asphalt network",2950,23.0783978,-7.808761,-259.497467,1.77916646,0.0181716066
"Continuous asphalt network",2951,19.6003265,-7.828096,-261.916168,0.444781333,0.106276982
"Continuous asphalt network",2952,20.2032928,-7.788237,-261.7242,0.444765925,0.022726832
"Continuous asphalt network",2953,19.8558731,-7.797624,-262.818359,0.4448059,0.0217256919
"Continuous asphalt network",2954,19.4845142,-7.83029938,-262.280884,0.444803149,0.09506093
"Continuous asphalt network",2955,20.9919357,-7.791923,-261.801,1.77915633,0.0191385876
"Continuous asphalt network",2956,17.9780674,-7.82209635,-264.8915,0.444846541,0.0465497933
"Continuous asphalt network",2957,18.9983273,-7.81949854,-264.238861,0.444832236,0.0470545031
"Continuous asphalt network",2958,17.653614,-7.80596352,-265.4866,0.8895485,0.0213782452
"Continuous asphalt network",2959,16.4945774,-7.76128769,-267.003082,0.4448119,0.0344698168
"Continuous asphalt network",2960,15.6599932,-7.69141769,-267.92453,0.44480145,0.101587445
"Continuous asphalt network",2961,16.7261925,-7.78028059,-266.273651,0.8895547,0.0335416272
"Continuous asphalt network",2962,18.7198086,-7.847574,-263.835754,0.889518738,0.0671818
"Continuous asphalt network",2963,17.6995487,-7.850172,-264.488434,0.889547348,0.0672648251
"Continuous asphalt network",2964,19.0208054,-7.845953,-262.674438,0.444792926,0.1220949
"Continuous asphalt network",2965,19.3921642,-7.813277,-263.2119,0.44480145,0.03208167
"Continuous asphalt network",2966,18.51068,-7.878035,-263.000763,0.8895951,0.07880894
"Continuous asphalt network",2967,21.6633282,-7.78985357,-259.0464,0.444805056,0.025742365
"Continuous asphalt network",2968,21.29197,-7.76871634,-258.5089,0.444801629,0.07959184
"Continuous asphalt network",2969,22.1734562,-7.80235147,-258.720062,0.889582038,0.0182597879
"Continuous asphalt network",2970,23.21717,-7.81666565,-258.633636,1.77915061,0.0165703837
"Continuous asphalt network",2971,20.66652,-7.775679,-260.26535,0.889579654,0.0167843625
"Continuous asphalt network",2972,19.6462574,-7.81328344,-260.918,0.8895742,0.07448858
"Continuous asphalt network",2973,20.96751,-7.75471735,-259.104,0.444794685,0.08020664
"Continuous asphalt network",2974,21.3388672,-7.77585459,-259.641479,0.444798082,0.02664944
"Continuous asphalt network",2975,20.4691086,-7.743585,-259.71347,0.222372159,0.0375433974
"Continuous asphalt network",2976,20.040102,-7.749082,-259.891022,0.111189283,0.101768
"Continuous asphalt network",2977,20.202322,-7.731693,-259.5935,0.111191615,0.05171415
"Continuous asphalt network",2978,20.6196041,-7.735539,-259.132782,0.444789827,0.0408464
"Continuous asphalt network",2979,23.4947147,-7.827328,-256.906036,3.55837631,0.0124414479
"Continuous asphalt network",2980,22.12655,-7.802994,-257.587524,0.889534354,0.0183530357
"Continuous asphalt network",2981,21.4307461,-7.77102041,-257.6451,0.889555931,0.0762544349
"Continuous asphalt network",2982,22.42755,-7.80846,-256.426178,1.77914822,0.0289865527
"Continuous asphalt network",2983,28.4083958,-8.03375149,-249.112442,1.7791661,0.0180598367
"Continuous asphalt network",2984,27.31778,-8.079128,-248.0663,0.889545143,0.06833833
"Continuous asphalt network",2985,28.01359,-8.055053,-248.008713,0.8895505,0.0185351837
"Continuous asphalt network",2986,29.42866,-8.046851,-248.459763,3.55834627,0.0184154529
"Continuous asphalt network",2987,31.5160828,-8.038404,-248.286972,7.116644,0.02884161
"Continuous asphalt network",2988,25.71897,-7.97029829,-251.607925,1.779185,0.03420553
"Continuous asphalt network",2989,27.1105881,-7.989966,-251.492737,1.77916014,0.03549153
"Continuous asphalt network",2990,24.0498066,-7.871632,-253.45076,1.77916372,0.0597130656
"Continuous asphalt network",2991,24.8726711,-7.91185236,-252.246231,0.222396508,0.07488605
"Continuous asphalt network",2992,24.8492126,-7.924093,-251.679947,0.222392976,0.0908078253
"Continuous asphalt network",2993,25.2322922,-7.93210745,-252.500565,0.444761068,0.04681545
"Continuous asphalt network",2994,24.1885834,-7.868519,-252.58696,0.444782555,0.0667783
"Continuous asphalt network",2995,24.5013046,-7.898953,-251.70874,0.22240296,0.08931574
"Continuous asphalt network",2996,24.5247631,-7.886713,-252.275024,0.222406492,0.07300059
"Continuous asphalt network",2997,27.0167847,-8.060695,-249.227646,1.779149,0.0517484248
"Continuous asphalt network",2998,27.7594967,-8.016654,-250.3026,1.77916384,0.0177575853
"Continuous asphalt network",2999,25.6720676,-8.0197525,-250.475388,1.77917159,0.08013484
"Continuous asphalt network",3000,26.3209743,-8.083462,-249.285233,1.7791847,0.0480205566
"Continuous asphalt network",3001,31.3753681,-8.166245,-244.889343,3.55833244,0.0464947931
"Continuous asphalt network",3002,30.9336548,-8.291613,-242.65303,0.8895948,0.074637
"Continuous asphalt network",3003,30.7010651,-8.397687,-241.251755,0.444792539,0.129028931
"Continuous asphalt network",3004,31.0724316,-8.338398,-241.7892,0.444797724,0.0571838729
"Continuous asphalt network",3005,31.652916,-8.244328,-243.1617,1.77920437,0.05956587
"Continuous asphalt network",3006,32.8138924,-8.103568,-245.906677,7.116582,0.0431040339
"Continuous asphalt network",3007,28.9869366,-8.089526,-246.223465,0.88959825,0.0370330848
"Continuous asphalt network",3008,28.75435,-8.095344,-244.822189,0.444824338,0.13645871
"Continuous asphalt network",3009,29.1257153,-8.11615,-245.359665,0.444813579,0.0571041852
"Continuous asphalt network",3010,29.7062073,-8.086444,-246.732132,1.77916539,0.0312496
"Continuous asphalt network",3011,27.7810059,-8.070739,-246.607422,0.444797963,0.0632833838
"Continuous asphalt network",3012,28.15236,-8.059627,-247.1449,0.444799364,0.0177009366
"Continuous asphalt network",3013,27.2708759,-8.099086,-246.933762,0.8896008,0.06812609
"Continuous asphalt network",3014,28.255949,-8.053693,-245.431656,0.222386464,0.0717707351
"Continuous asphalt network",3015,27.9080524,-8.057468,-245.460449,0.222391039,0.0894265249
"Continuous asphalt network",3016,28.4064465,-8.056271,-244.851,0.4447768,0.09089738
"Continuous asphalt network",3017,28.4768047,-8.065629,-246.5498,0.4447797,0.0468160063
"Continuous asphalt network",3018,27.9315033,-8.065644,-246.026733,0.222395316,0.08536484
"Continuous asphalt network",3019,28.279398,-8.061871,-245.997925,0.222390726,0.0635797158
"Continuous asphalt network",3020,29.7277222,-8.268112,-243.036987,0.444777638,0.107745506
"Continuous asphalt network",3021,30.273016,-8.249748,-243.560059,0.22239989,0.07440989
"Continuous asphalt network",3022,29.9251175,-8.236219,-243.588867,0.222391248,0.112416364
"Continuous asphalt network",3023,29.21759,-8.190093,-243.3633,0.8895947,0.143430263
"Continuous asphalt network",3024,30.0287228,-8.368953,-241.875626,0.444761962,0.126040056
"Continuous asphalt network",3025,30.353159,-8.422569,-241.280563,0.444774717,0.102302179
"Continuous asphalt network",3026,30.2378483,-8.297286,-242.710632,0.8895705,0.06823397
"Continuous asphalt network",3027,30.3551083,-8.140674,-245.541992,1.7791431,0.0510594361
"Continuous asphalt network",3028,29.4501743,-8.149514,-244.764572,0.444779664,0.04165058
"Continuous asphalt network",3029,29.0788116,-8.128707,-244.2271,0.444790423,0.123472713
"Continuous asphalt network",3030,29.9485683,-8.199059,-244.155151,0.222391531,0.103758305
"Continuous asphalt network",3031,30.2964649,-8.212586,-244.126343,0.222400174,0.05951124
"Continuous asphalt network",3032,29.7980728,-8.162565,-244.7358,0.444772631,0.0647567138
"Continuous asphalt network",3033,-78.792244,-5.51203871,-12.9850111,35.09,0.0189866237
"Continuous asphalt network",3034,-88.6188049,-5.744469,-5.504532,35.0900879,0.0199424326
"Continuous asphalt network",3035,-71.73087,-5.37663126,-15.18632,70.18008,0.01822854
"Continuous asphalt network",3036,-334.344879,-6.67115545,-18.7363033,70.02836,0
"Continuous asphalt network",3037,-238.307739,-6.679293,30.0460453,22.4964161,0.000503245159
"Continuous asphalt network",3038,-1.03502274,-3.63260961,-48.5645332,8.515107,0.03668095
"Continuous asphalt network",3039,96.83368,-2.10972023,35.8575249,53.10047,0.0007843279
"Continuous asphalt network",3040,103.140526,-2.11084723,49.0075569,26.5502377,0.000602718443
"Continuous asphalt network",3041,100.705605,-2.10901713,40.18866,26.5501747,0.0006536454
"Continuous asphalt network",3042,110.774605,-2.1061523,62.1184273,26.5500412,0.00462697446
"Continuous asphalt network",3043,117.745079,-2.109255,75.24891,13.2751207,0.000516529544
"Continuous asphalt network",3044,113.98291,-2.1061523,66.46915,13.2751217,0.001214846
"Continuous asphalt network",3045,107.676056,-2.102478,53.31908,26.5500412,0.00424281741
"Continuous asphalt network",3046,102.696442,-2.10534286,40.1298943,13.2750149,0.00467376
"Continuous asphalt network",3047,105.131371,-2.107173,48.94879,13.2750463,0.00464715064
"Continuous asphalt network",3048,199.2784,2.232412,-155.299118,23.6311264,0.023442138
"Continuous asphalt network",3049,189.862,2.36552978,-151.504257,2.95389843,0.04317488
"Continuous asphalt network",3050,192.684525,2.34369063,-153.3737,1.47690713,0.0245653242
"Continuous asphalt network",3051,190.622116,2.34886074,-152.472824,1.47688007,0.0213274583
"Continuous asphalt network",3052,186.632828,2.28634739,-150.412,5.9077673,0.0502589568
"Continuous asphalt network",3053,192.1955,2.37342739,-151.886978,5.9077754,0.0310471766
"Continuous asphalt network",3054,194.529,2.35551167,-152.269714,5.9077754,0.0240962934
"Continuous asphalt network",3055,202.737473,2.21914458,-154.741318,1.47694087,0.0202811752
"Continuous asphalt network",3056,203.123535,2.18219733,-153.3981,0.738501251,0.0883661658
"Continuous asphalt network",3057,203.649414,2.23821616,-153.9063,0.184629858,0.1038406
"Continuous asphalt network",3058,203.805557,2.2511816,-154.213226,0.184642166,0.0364901051
"Continuous asphalt network",3059,203.1441,2.22376657,-153.9641,0.369236,0.0572040565
"Continuous asphalt network",3060,203.633133,2.202524,-155.450821,2.95380378,0.0439080931
"Continuous asphalt network",3061,204.569992,2.13277841,-157.292267,5.90778542,0.0347942822
"Continuous asphalt network",3062,199.19603,2.25954914,-153.035233,5.90781832,0.0311258137
"Continuous asphalt network",3063,202.112915,2.18456864,-153.513657,1.476998,0.0602035373
"Continuous asphalt network",3064,201.570724,2.20855045,-154.549942,1.47693574,0.0164140873
"Continuous asphalt network",3065,201.217239,2.19190049,-152.804123,2.95389771,0.0360425226
"Continuous asphalt network",3066,207.445679,2.12321687,-156.638733,11.8155823,0.0312872343
"Continuous asphalt network",3067,205.185913,2.23107314,-154.299,0.7384773,0.018085517
"Continuous asphalt network",3068,206.175964,2.206151,-153.617462,0.36922577,0.08405467
"Continuous asphalt network",3069,205.904861,2.22485375,-154.1356,0.369236916,0.0155740576
"Continuous asphalt network",3070,205.070969,2.21115851,-155.124039,1.47691238,0.0391828828
"Continuous asphalt network",3071,204.425827,2.19585967,-153.330414,0.369232863,0.100741304
"Continuous asphalt network",3072,204.2328,2.24585438,-154.002,0.184620976,0.0542132743
"Continuous asphalt network",3073,204.07666,2.232889,-153.695084,0.184608668,0.112271614
"Continuous asphalt network",3074,203.978012,2.15961742,-152.975647,0.7384657,0.09769175
"Continuous asphalt network",3075,205.728149,2.17974639,-153.262726,0.738471,0.08935167
"Continuous asphalt network",3076,204.7381,2.234699,-153.944244,0.369241118,0.0257653762
"Continuous asphalt network",3077,205.0092,2.202075,-153.4261,0.369226664,0.0924639255
"Continuous asphalt network",3078,207.926071,2.197214,-153.90451,0.369241863,0.0457901135
"Continuous asphalt network",3079,207.654968,2.20380759,-154.422653,0.369214147,0.0356703065
"Continuous asphalt network",3080,207.478271,2.18232512,-153.549744,0.7384444,0.07159901
"Continuous asphalt network",3081,209.2284,2.171335,-153.836838,0.7384751,0.0278064739
"Continuous asphalt network",3082,208.238342,2.19231057,-154.518356,0.3692345,0.03697275
"Continuous asphalt network",3083,208.50946,2.18571687,-154.0002,0.3692622,0.04598806
"Continuous asphalt network",3084,206.237732,2.18993735,-155.315384,1.47691238,0.0390095823
"Continuous asphalt network",3085,206.488235,2.22262359,-154.231277,0.369236916,0.02131118
"Continuous asphalt network",3086,206.759338,2.2039206,-153.713135,0.36922577,0.08089156
"Continuous asphalt network",3087,206.936081,2.20762157,-154.586014,0.738488436,0.03576824
"Continuous asphalt network",3088,-24.44906,-5.105737,-315.454437,49.2036819,0.00141572882
"Continuous asphalt network",3089,64.61828,-6.481215,-257.3624,32.629425,0.0547881126
"Continuous asphalt network",3090,48.8824768,-7.500173,-247.274612,16.3145332,0.0540206432
"Continuous asphalt network",3091,59.74531,-6.823194,-253.3169,16.314539,0.05494705
"Continuous asphalt network",3092,81.4709549,-5.459025,-265.401428,16.3150063,0.0549572073
"Continuous asphalt network",3093,92.33377,-4.78128529,-271.4437,16.3149719,0.05411382
"Continuous asphalt network",3094,75.4811,-5.79990768,-263.404663,32.6294136,0.0548331924
"Continuous asphalt network",3095,45.46872,-7.66443062,-247.04451,32.6292267,0.0539873466
"Continuous asphalt network",3096,38.190815,-8.041359,-244.164429,16.3146381,0.0500508063
"Continuous asphalt network",3097,41.7757378,-7.81552649,-247.326614,8.157282,0.050688263
"Continuous asphalt network",3098,38.6412,-7.941767,-246.584351,8.157295,0.0399424359
"Continuous asphalt network",3099,58.3492,-6.81970358,-255.877823,32.6294022,0.0547079779
"Continuous asphalt network",3100,46.6487122,-7.48950434,-251.372131,8.157444,0.0535558425
"Continuous asphalt network",3101,40.7984619,-7.798937,-249.119278,2.039317,0.0471364446
"Continuous asphalt network",3102,37.94315,-7.927032,-247.8648,2.039321,0.0364565961
"Continuous asphalt network",3103,42.50534,-7.72840357,-249.234329,4.078718,0.0471608378
"Continuous asphalt network",3104,50.0624733,-7.32593966,-251.602219,16.31472,0.0536560975
"Continuous asphalt network",3105,-316.3113,-6.67115545,-41.46884,24.52522,0
"Continuous asphalt network",3106,-231.0024,-6.682264,32.1738548,61.7912025,0.000351834373
"Continuous asphalt network",3107,-3.897874,-3.744488,-47.1993675,24.6732635,0.0349227078
"Continuous asphalt network",3108,124.227715,-2.06868863,75.94873,25.6146927,0.0196126048
"Continuous asphalt network",3109,124.386986,-2.096913,80.8594,25.6145153,0.00468012132
"Continuous asphalt network",3110,119.277855,-2.0238502,66.2885056,6.403685,0.006614057
"Continuous asphalt network",3111,119.377411,-2.04917026,69.357666,1.60087788,0.04907658
"Continuous asphalt network",3112,120.525291,-2.02055383,69.01047,1.60086286,0.000476739951
"Continuous asphalt network",3113,118.763649,-2.052809,68.30361,3.20186043,0.0298736785
"Continuous asphalt network",3114,116.209068,-2.02903152,61.01814,6.403651,0.01549635
"Continuous asphalt network",3115,117.55603,-2.061506,66.80929,3.20181465,0.05049348
"Continuous asphalt network",3116,117.4764,-2.0328896,64.35395,3.20186687,0.0150956446
"Continuous asphalt network",3117,120.784081,-2.107352,76.9903,12.8072538,0.00350103877
"Continuous asphalt network",3118,120.664635,-2.08788323,73.30732,6.403627,0.03587215
"Continuous asphalt network",3119,120.565086,-2.03248334,70.23813,1.60091543,0.0202199146
"Continuous asphalt network",3120,119.417213,-2.06109977,70.58533,1.60093045,0.04797197
"Continuous asphalt network",3121,121.178841,-2.04101968,71.29221,3.201885,0.013719256
"Continuous asphalt network",3122,111.952606,-2.04511333,54.86729,12.8072987,0.021532584
"Continuous asphalt network",3123,108.844025,-2.053378,48.36928,6.403707,0.0182165634
"Continuous asphalt network",3124,110.151161,-2.05551553,52.93274,6.403711,0.0183388162
"Continuous asphalt network",3125,103.934,-2.0985105,39.9367256,12.8071518,0.00644829357
"Continuous asphalt network",3126,106.755608,-2.09426332,46.521534,6.403661,0.006446526
"Continuous asphalt network",3127,109.290245,-2.079958,53.1931458,3.20180321,0.0471531078
"Continuous asphalt network",3128,107.983116,-2.07782054,48.62969,3.2018013,0.04721191
"Continuous asphalt network",3129,114.27993,-2.09525847,64.08102,12.807497,0.0139233274
"Continuous asphalt network",3130,113.546715,-2.064739,59.3439522,12.8071737,0.0216115583
"Continuous asphalt network",3131,118.982635,-2.107352,75.05575,12.8072243,0.00317670079
"Continuous asphalt network",3132,116.368347,-2.07912755,65.9288,12.8072586,0.006772098
"Continuous asphalt network",3133,-4.46020937,-5.04779,-319.0165,67.30079,0.00417669769
"Continuous asphalt network",3134,73.8592148,-5.79649734,-266.507538,32.70945,0.0546657555
"Continuous asphalt network",3135,87.07235,-4.9451766,-274.8584,8.177332,0.05444354
"Continuous asphalt network",3136,94.97361,-4.470018,-279.920868,4.088594,0.04341068
"Continuous asphalt network",3137,89.52885,-4.77501535,-276.8923,4.088564,0.05449824
"Continuous asphalt network",3138,78.77226,-5.454615,-270.575348,16.354681,0.0545970351
"Continuous asphalt network",3139,56.9931755,-6.814846,-258.46106,16.35472,0.0545039326
"Continuous asphalt network",3140,45.9706879,-7.48546362,-252.663773,4.08872843,0.0532211065
"Continuous asphalt network",3141,39.0982628,-7.85256147,-249.00795,2.04441547,0.0718158558
"Continuous asphalt network",3142,41.9535751,-7.72446632,-250.262436,2.04436064,0.0467671677
"Continuous asphalt network",3143,48.9589424,-7.321035,-253.658432,8.177367,0.0532731153
"Continuous asphalt network",3144,62.969677,-6.47708,-260.4504,32.7093964,0.054572355
"Continuous asphalt network",3145,94.60941,-4.52828,-277.215149,8.177322,0.04998803
"Continuous asphalt network",3146,96.66714,-4.39261627,-280.028473,8.177361,0.04885814
"Continuous asphalt network",3147,90.45939,-4.775843,-275.073639,16.35474,0.0545236431
"Continuous asphalt network",3148,100.320038,-4.226729,-279.7241,16.3547554,0.04555484
"Continuous asphalt network",3149,98.26232,-4.36239243,-276.910767,16.354599,0.0523943529
"Continuous asphalt network",3150,80.10157,-5.45781326,-267.977264,32.709568,0.05473963
"Continuous asphalt network",3151,91.52283,-4.78068256,-272.995148,32.70958,0.0541218445
"Continuous asphalt network",3152,-301.875824,-6.67324066,-51.0679474,24.557951,0.0003527657
"Continuous asphalt network",3153,13.5763817,-3.13868451,-57.3580132,1.8438952,0.0268298611
"Continuous asphalt network",3154,179.930786,-2.01098633,68.62701,39.4145355,0.00119952776
"Continuous asphalt network",3155,199.010986,-1.97611868,62.00346,0.6158472,0.040585734
"Continuous asphalt network",3156,198.173813,-1.98693275,62.48057,0.615887463,0.08837265
"Continuous asphalt network",3157,196.91803,-1.9804033,63.19626,1.23170114,0.05798234
"Continuous asphalt network",3158,201.270218,-1.89798892,61.36983,2.463326,0.03532475
"Continuous asphalt network",3159,194.994263,-2.00092125,63.31178,2.46350622,0.0114109861
"Continuous asphalt network",3160,197.170364,-2.00916386,62.39858,0.6157835,0.0246313177
"Continuous asphalt network",3161,198.4677,-1.99902439,61.8226624,0.3079236,0.041701097
"Continuous asphalt network",3162,197.547379,-2.01684117,62.0202332,0.3079152,0.0172014646
"Continuous asphalt network",3163,195.748337,-2.00925231,62.5551147,1.2315942,0.0242944211
"Continuous asphalt network",3164,208.300232,-1.6720854,58.6712036,4.927057,0.0287436787
"Continuous asphalt network",3165,201.0624,-1.90498388,60.67091,1.23170674,0.03606747
"Continuous asphalt network",3166,197.0041,-2.01931739,61.839447,0.154031575,0.00927463
"Continuous asphalt network",3167,197.882828,-2.00337052,61.5020943,0.153948039,0.22865054
"Continuous asphalt network",3168,195.644409,-2.01692963,62.2056465,0.308077246,0.009590485
"Continuous asphalt network",3169,198.36377,-2.00337052,61.473217,0.153966516,0.0354211926
"Continuous asphalt network",3170,197.485031,-2.01931739,61.8105659,0.153954983,0.00143765821
"Continuous asphalt network",3171,198.844727,-1.98487914,61.4443359,0.30793038,0.0404941253
"Continuous asphalt network",3172,202.9446,-1.84099925,60.4156075,2.46351242,0.0329951234
"Continuous asphalt network",3173,186.79454,-2.00859857,65.36924,19.7079067,0.0113490745
"Continuous asphalt network",3174,158.009476,-2.02520728,73.92722,19.7077942,0.00161772256
"Continuous asphalt network",3175,143.616928,-2.04338455,78.2061844,19.7078342,0.00266402471
"Continuous asphalt network",3176,165.538254,-2.023064,72.906,39.414547,0.000409200235
"Continuous asphalt network",3177,196.66272,-1.95340121,65.63035,9.853512,0.0149388667
"Continuous asphalt network",3178,201.8521,-1.86994135,63.3268242,4.92679262,0.0317328833
"Continuous asphalt network",3179,198.170853,-1.9443655,64.1170044,4.92679262,0.0178420022
"Continuous asphalt network",3180,208.5496,-1.66855109,59.50992,9.85357,0.02923074
"Continuous asphalt network",3181,201.436462,-1.88759,61.9289742,2.46350217,0.03829655
"Continuous asphalt network",3182,197.00116,-1.97495019,63.47582,1.23165154,0.0202522129
"Continuous asphalt network",3183,198.841782,-1.95506537,63.08073,1.23174477,0.0255341623
"Continuous asphalt network",3184,203.360229,-1.82706606,61.8134651,4.9267745,0.0290877353
"Continuous asphalt network",3185,187.625809,-1.99113178,68.16492,39.413784,0.009495866
"Continuous asphalt network",3186,212.72963,-1.55887,60.3971443,39.4148026,0.0280138422
"Continuous asphalt network",3187,204.025253,-1.81142557,64.05001,9.853683,0.02537264
"Continuous asphalt network",3188,198.835861,-1.91876471,66.35354,4.92690372,0.0156196486
"Continuous asphalt network",3189,202.517136,-1.8512131,65.56338,4.92689371,0.024703769
"Continuous asphalt network",3190,209.713425,-1.65886915,63.4238777,19.7073822,0.0273554176
"Continuous asphalt network",3191,36.9819641,-4.751161,-313.686676,37.1333427,0.0077717877
"Continuous asphalt network",3192,15.6875105,-4.915619,-313.506256,18.56702,0.007629855
"Continuous asphalt network",3193,29.8181858,-4.80683756,-312.850922,18.5670319,0.00776614435
"Continuous asphalt network",3194,58.0795326,-4.581034,-311.5403,18.5666847,0.008210857
"Continuous asphalt network",3195,72.2102,-4.4643445,-310.885,18.5666847,0.008300359
"Continuous asphalt network",3196,51.1126366,-4.63826,-313.031342,37.1333847,0.008209132
"Continuous asphalt network",3197,8.819051,-4.968309,-316.160645,74.26585,0.007635237
"Continuous asphalt network",3198,30.0642948,-4.80540657,-315.759369,37.1326828,0.00780113367
"Continuous asphalt network",3199,16.0320587,-4.913773,-317.578033,37.1328354,0.007556658
"Continuous asphalt network",3200,103.445679,-4.105764,-282.157471,24.5246468,0.0297849365
"Continuous asphalt network",3201,-293.362762,-6.67404,-59.52791,73.98718,3.45430126E-05
"Continuous asphalt network",3202,-0.409093231,-3.56694984,-51.4644165,29.5165977,0.0337003842
"Continuous asphalt network",3203,236.734085,-0.8690484,54.77892,15.8837242,0.0278379489
"Continuous asphalt network",3204,244.2168,-0.65318197,49.51015,7.9418807,0.0227760281
"Continuous asphalt network",3205,238.903809,-0.7951781,52.3077278,7.94188166,0.0281402934
"Continuous asphalt network",3206,228.5212,-1.11665726,58.4390678,31.7674484,0.027951913
"Continuous asphalt network",3207,247.8468,-0.529473543,50.2561646,31.7672787,0.03669561
"Continuous asphalt network",3208,240.120712,-0.774874032,54.9887276,15.8834591,0.0296264235
"Continuous asphalt network",3209,245.920456,-0.577295244,53.26355,15.8834143,0.0362092219
"Continuous asphalt network",3210,90.23118,-4.32073641,-309.727356,13.3103771,0.009955975
"Continuous asphalt network",3211,111.248695,-3.55612874,-265.760254,35.47977,0.04066097
"Continuous asphalt network",3212,117.970604,-3.02277184,-254.034225,35.479805,0.0382637419
"Continuous asphalt network",3213,107.835785,-3.87367415,-273.4733,17.7398624,0.0419793427
"Continuous asphalt network",3214,107.731834,-3.94887042,-277.173462,17.7398243,0.04002916
"Continuous asphalt network",3215,113.350731,-3.53489041,-266.7851,17.7398376,0.03892984
